MOF	molecule	H	predict
DEYVUA	ethane	30.16371214	30.176774866265536
UMEXUF	methyl propyl ether	55.46568429	55.830945838180895
FIRVEH	methane	23.45859651	23.46235485787425
OHAKIS	1,5-heptadiene	90.6032053	90.68869959749446
NISCOJ	propyl alcohol	66.33630467	66.2039292282316
CUMDIY	acetonitrile	47.6671497	47.74677022756983
DOTWAL	isopropyl alcohol	84.48513728	84.4593567280275
UVAROZ	methyl propyl ether	67.40618054	67.56102330249105
YEKXET	methyl tert-butyl ether	48.31338935	48.66002511062101
MIBQAR18	isopropyl alcohol	28.36463359	28.327707067186232
MATVAF	methyl propyl ether	43.39081048	43.68170505269474
ELAFUT	neopentane	31.06548859	31.263463480350392
LABJUV	3-methylpentane	64.08185484	64.09937775057212
HAMJOW	4-methyl-1-hexene	73.09511818	72.98799833961617
UXEQOE	3-methylpentane	74.40782664	74.33286358836209
XEQRAO	propionitrile	53.13208771	53.1280573062594
IQUNAJ01	dimethylamine	23.369674800000002	23.30961452328532
FUNCAT	3-methylpentane	56.96548392	56.78184681339765
ZIKJIO	isobutane	37.74896465	37.57254041515639
ACOLIP	ethylamine	55.57238709	55.72742078242669
IXUREZ	4-methyl-4-penten-2-one	97.04006795	96.91280038052486
KAXQIL	isopentane	85.0708171	85.03770677035656
OVICUS	methyl tert-butyl ether	76.17856327	76.18594444791282
ELAFUT	methane	22.97932976	23.033533596134863
BUVXOG	ethene	23.50128986	23.60514719234218
NOCKUM	4-methyl-4-penten-2-one	75.47834965	75.53029602707436
QEVKOS	methyl isopropyl ether	70.47625737	70.22563024543203
HUTTIA	4-methyl-1-hexene	20.13033295	20.158523162335346
TEVZEA	hydrogen cyanide	29.45330303	29.44803039600646
XUVHEB	dimethylamine	46.35237786	46.33538394262005
FAGREM	isobutane	39.72357268	40.03518219414032
YEGCUJ	isopentane	43.04902837	42.98289673882003
KIDDIM	propane	46.42928448	46.556954292863146
GALCED	isobutane	41.246438899999994	41.2894053897406
GUYMAP	methyl propyl ketone	64.20820129	64.22159705264944
NUTQAV	acetonitrile	35.11631409	35.01707763857183
KUNWEW	methyl isopropyl ether	63.74435043	64.04236912324465
UVUPOR	4,4-dimethyl-1-pentene	63.81725614	63.90328859661437
EZUCIM	methane	18.94279162	18.881005372775864
RAXDAX	acetonitrile	46.4007443	46.36023950008372
GAXWEJ	3-methylpentane	52.63103644	52.416245405453736
PEVQEO	4-hexen-2-one	41.98653778	41.94662376279283
HIFTOG	isopentane	46.48859604	46.492208228491855
BETGAK	propene	34.91465269	34.816033151527606
NIRDOI	dimethyl ether	38.62613766	38.64403059193317
MAKXAZ	propyl alcohol	63.56700513	63.79852260425603
FUTKEL	isobutane	46.65219936	46.59382520152548
NADZEZ	dimethyl ether	48.28782332	48.38880281998998
LOQLEJ	dimethylamine	50.81889266	50.78832582260971
PELNEA01	dimethyl ether	24.82310575	24.92875302023503
UVASAM	propane	50.92608481	51.043038797142394
SUJREV	4-methyl-1-hexene	8.532240542	8.68762915864769
WABTOK	4-methyl-4-penten-2-one	34.03356971	34.06332509406578
XINJAH	2,3-dimethylbutane	68.20982556	68.37021610385757
XINFUW	ethane	23.29386595	23.304065882911235
UXUZAP	dimethyl ether	50.47521564	50.51953359863947
ICANAD	4,4-dimethyl-1-pentene	82.29597487	82.20620829922146
QIFLUO	ethylamine	46.80535752	46.970786716081115
HOWPOZ	ethane	26.69142146	26.843699140469184
WIYFAM	4-methyl-1-hexene	46.48574129	46.39021291609399
FIGXAW	ethane	41.24873185	41.04110669940816
REYCOP	isopentane	12.25109912	12.267800669410775
MIBQAR16	4-methyl-4-penten-2-one	37.58259021	37.511152073937886
GULPIN	ethene	31.821465500000002	31.704912461856093
TARWEO	neopentane	49.99480999	50.10256767502497
IXOFIL	3-methylpentane	53.82833785	53.816547604776076
GEHSAN	ethane	40.88201422	41.04891964148182
SERJUV	2,3-dimethylbutane	51.80135539	51.42073217284637
WENDIE	ethylamine	56.04339719	56.075288443513934
PAKXIK	4-methyl-4-penten-2-one	76.62386761	76.6457739947957
QESYOD	4-methyl-1-hexene	58.18278454	58.2148275534333
AROFET	hydrogen cyanide	51.72925043	51.53730282028525
PAMVEG	propene	40.51299709	40.46318864791852
ODODIW	methyl propyl ether	49.00530844	49.11776122701432
KEFBEE	dimethylamine	38.22044257	38.30088895272214
DEYVUA	propyl alcohol	48.8703534	49.02477826202166
FUNBOG	methyl tert-butyl ether	39.06396956	38.94934940043694
OFERUN02	1,5-heptadiene	47.89696706	47.93060381017283
QURSEC	dimethyl ether	54.72229557	54.658734630148345
SENWIT	2,3-dimethylbutane	35.23191669	35.10073974857578
ECAHAT	1,5-heptadiene	48.06929625	48.047336070240135
MOCKEV	methyl tert-butyl ether	53.52549887	53.32892934479618
LAGCED	propionitrile	52.98660847	52.83252174452736
MIBQAR16	ethylamine	21.90452315	21.828489273985607
XOVVIO	ethene	28.89907265	28.909254590916653
KIDDIM	hydrogen cyanide	54.01936586	54.10594101729183
WENDIE	acetonitrile	45.16075793	45.042440903356905
CESYEF	methane	22.2505266	22.28083497149339
FECZAQ	hydrogen cyanide	24.22620855	24.12200262142376
TARWEO	3-methylpentane	60.19455920000001	60.30475814342256
GULPIN	propene	43.4778041	43.71382016901616
UXUZAP	propene	46.30531102	46.269393322357324
FIPWUY	propane	51.70262756	51.636561036624784
ELAFUT	acetone	61.77736294	61.97825283791923
MUVGOA	ethane	38.46579413	38.879372750736756
UVAROZ	isopentane	65.94610846	66.07551082834928
ABUWOJ	methyl tert-butyl ether	57.37648537	57.51581952838074
TARWEO	dimethyl ether	51.50245291	51.41268294943952
FEWGUL	dimethylamine	55.05334163	55.154336990147414
AMILUE	propionitrile	53.28700247	53.57932716107305
VAZTOG	4,4-dimethyl-1-pentene	31.78031101	31.828464477380805
XINHOT	ethene	26.68117449	26.76132331424974
WONZUV	dimethylamine	39.85480049	39.77354003791983
PASKAX	1,5-heptadiene	80.03352422	80.06695523727743
DEYLUQ	4-methyl-4-penten-2-one	74.13469943	74.09405591928342
KAXQOR	methyl isopropyl ether	71.63195526	71.54180179071375
KAVROQ	ethane	31.07779509	30.942004030270716
IBICAZ	methyl isopropyl ether	41.97588475	41.99924626701875
VUSKEA	propene	18.68987286	18.648921514145893
HEXNII	propene	45.49578285	45.321577370890545
GULPIN	acetonitrile	58.96143697	58.89249130464177
CESYEF01	dimethylamine	46.44155937	46.3573020652322
REDROI	4-hexen-2-one	82.07804865	81.76991050056014
FAKLOU	acetaldehyde	33.33724588	33.396266792291556
HAZNON	ethene	35.85514852	35.88939327649595
ESEVIH	2,3-dimethylbutane	63.68437114	63.76767755767269
FUSWIA	methyl isopropyl ether	52.99115335	53.162344560948284
WONZUV	isopropyl alcohol	55.61765573	55.484729368052136
XEJTIR	propane	48.82681776	48.92996932335308
UVAROZ	methyl tert-butyl ether	52.61990063	52.69833714674599
HOWPOZ	4-methyl-4-penten-2-one	68.56942273	68.59033097248009
SAMLAV02	methane	21.1557639	21.275416345347686
IJENER	4-hexen-2-one	85.24471891	85.29345955545662
GEDLIM	ethylamine	55.29733482	55.29193658136726
GOMRAC	3-methylpentane	116.7827247	116.81293713281929
HAMJOW	isopropyl alcohol	51.27653428	51.455915804308496
PAMVEG	methane	21.44752562	21.416663759344665
KINKAV	ethene	30.06828534	30.10347051421224
ACOLIP	methyl propyl ether	59.46537184	59.017097978537045
TASXIW	2,3-dimethylbutane	57.15096092	57.28115363008083
ZEDROR	propyl alcohol	63.64822767	63.899276641202526
CUNFOH01	3-methylpentane	35.83476673	35.72465999120303
ODIXEG	methyl propyl ketone	52.38217703	52.429493371845425
FUNBAS	methane	21.38382081	21.415543444464877
EBEMEF	dimethyl ether	25.1087875	25.182133504880493
UKUBIM	2-pentene	64.8110718	64.68466191583336
XEQRAO	dimethyl ether	39.65855906	39.67130895657645
GUYLUI01	4-hexen-2-one	95.89690147	95.70019336977334
SEFSOM	propyl alcohol	70.5076335	70.19589846461703
BICDAU	hydrogen cyanide	22.66406975	22.581205230440723
IGOCOX	3-methylpentane	53.9486495	54.12888528566078
XAWVUN	1,5-heptadiene	39.30936329	39.36961025231754
YUJNOH	methyl isopropyl ether	61.08406826	61.15164534118912
SEFSOM	4-methyl-4-penten-2-one	65.7037952	65.83481004201701
TEVZEA	methyl propyl ketone	57.82593385	57.988770289334404
FIPXEJ	ethene	32.71183169	32.630812607007286
UTEWUM	ethene	24.00542241	24.046117840665932
UVASAM	2,3-dimethylbutane	61.11016623	60.81250640273604
NEVJEF	propyl alcohol	66.63442164	66.94012477756758
ZARZAV	ethane	36.25940287	36.581489720825324
BARZAW	isobutane	46.96166143	47.107750356778425
TENLIJ	4-methyl-1-hexene	81.5567176	81.49936420008736
HIMSAY	dimethyl ether	49.66408706	49.756456253600035
FAGREM	2,3-dimethylbutane	56.12181902	56.101753112938624
DOGZIJ	acetaldehyde	36.17297619	36.22440950973589
MAKXAZ	ethylamine	50.81765827	50.97948218046352
UBACOR	methyl isopropyl ether	66.69366289	67.0193888539785
MADVUJ	ethylamine	45.67605823	45.65382370851396
UTEWUM	methane	16.35072153	16.545806768756496
MADVUJ	propyl alcohol	55.60254383	55.589097742392
WEMNAF	1,5-heptadiene	90.06060351	89.97770210897666
YAZFOW	isobutane	44.73919839	44.6800159505112
QUJFUX	ethane	27.47367258	27.311486197010044
XUVHEB	propene	39.65162366	39.787477319872515
ABUWOJ	ethene	28.34644071	28.22918479759664
QUPHUF	4,4-dimethyl-1-pentene	89.63114388	89.2335657826401
GOMREG	methyl isopropyl ether	94.32489676	94.22179203170379
FUNBAS	ethene	30.56708761	30.579771538006966
SEYDUW	propionitrile	41.12166933	41.29587468179089
WIDZOA	2-pentene	50.01507388	49.803378685865056
QEFNAQ	neopentane	42.783707	42.72793926812695
RABHAZ	ethane	21.16388315	21.44614852475215
AVIMOI	4-methyl-4-penten-2-one	97.10159511	96.95183819701428
XOKHAH	acetone	4.143424438	4.281345497786937
PIHNUQ	dimethylamine	56.82019694	56.70687402531632
NUTQAV	methyl propyl ether	39.56729347	39.62685286431898
CUNWEO	2-pentene	47.10220257	47.62576993976897
WALCET	propyl alcohol	56.90502545	56.80068932986487
DUXZIG01	acetaldehyde	23.71842266	23.690944546692776
BIBBUL	acetone	24.78824037	24.873637807370518
DOGZIJ	2-pentene	59.72929966	59.667016619793344
EBEMII	ethane	32.67439621	32.51636251734002
ZERNAN	methyl propyl ether	54.89586329	54.729965816978684
XEDPIH	propane	46.05261195	45.91335371679893
XUNGUJ	4-methyl-4-penten-2-one	81.80012476	81.81408246328188
LAGCED	propene	33.07597249	33.29068651358419
RIPNIP	methyl isopropyl ether	56.00127455	56.2409279518321
VUQKOI	methyl propyl ether	40.45812896	40.535268148686605
XADGAM	acetaldehyde	48.05640503	48.23933626350868
VAPFUP	propionitrile	73.53352689	73.51165963992727
LAGWEX	methyl propyl ketone	54.89165016	55.11341822065998
FUNCAT	isopropyl alcohol	48.78388777	48.83846334903966
XINJAH	dimethylamine	45.76812549	45.70694591628076
FIPXEJ	2,3-dimethylbutane	44.77960321	44.816989201473426
GINLIA	4,4-dimethyl-1-pentene	59.29883694	59.13629134592302
HAFQOW	ethene	24.32507555	24.39265056306564
CEGWER	neopentane	59.03485061	58.85997190376129
QUQFIS	4-hexen-2-one	61.32859616	61.44932902911234
NUYWOU	dimethyl ether	56.52080882	56.444096746203314
IXUREZ	isopropyl alcohol	72.41362539	72.56893151542148
VEJYUF01	isopentane	52.59895056	52.66213708943331
GALCED	methane	18.01573758	17.881722775949733
FAKLOU	isopentane	39.34419415	39.43517380968131
MIBQAR18	2-pentene	27.18231756	27.29830941462292
HEXNII	methyl propyl ether	67.63729011	67.4387215744991
IXOFIL	propane	30.67401051	30.679863759319076
VONBIK	neopentane	57.77013761	57.56012593240715
GUYLUI01	4-methyl-1-hexene	81.24329206	81.28717468599037
CEGWER	ethylamine	75.78836974	75.7848763028885
ZARZAV	2-pentene	66.45424545	66.94603151945134
MIBQAR	4-hexen-2-one	38.46689620000001	38.47795854583528
MADVUJ	dimethylamine	46.67541544	46.68953349059808
PEVPUD	dimethyl ether	19.74376386	19.71673695765833
VUQKUO	propene	35.81959303	35.85078735409531
FUNBEW	isobutane	40.86200073	41.2521192104822
OSAXAI	propionitrile	56.39230288	56.35010031060066
RUMWUS	dimethylamine	56.09570827	56.197618948087545
QOKCID	4-methyl-1-hexene	90.52299019	90.56800890036617
RURQEB	acetone	53.8044394	54.09924331824468
RAXCOK	methyl isopropyl ether	49.64482413	49.34949116028362
SENWIT	isopropyl alcohol	56.61130979	56.727879188901106
TEVZUQ	hydrogen cyanide	29.56361301	29.655025091981724
TEDGOA	acetone	30.47914005	30.41868004814423
XAMDUM07	acetaldehyde	39.525284899999996	39.456463166554386
JOSNAG	acetaldehyde	59.15869469	59.20188706022666
ECODEG	4,4-dimethyl-1-pentene	78.56666803	78.32556657860748
BONWIL	propionitrile	51.15832843	51.07943687252626
GAXWEJ	isobutane	40.80898195	41.05737966888204
KAXQOR	propane	56.63366652	56.64462480687279
WEMNAF	acetonitrile	50.39280611	50.59015869325989
XEJTIR	dimethylamine	55.08862607	54.97401774265385
ILOJEZ	ethylamine	62.57465883	62.73721651120904
KIXXOG	ethene	4.392642931	4.445403393617812
RURPEA	ethane	39.74412739	39.671681706829396
EZUCIM	methyl propyl ether	53.04276988	53.353830022458546
MADVUJ	methane	21.42406223	21.602107641154017
QOJVAM	4-hexen-2-one	81.14683000000001	80.97163624273665
AHOKIR01	acetaldehyde	50.55418431	50.53009540203586
UMEXUF	methyl isopropyl ether	72.70836212	72.48207189096267
FUDQIF	hydrogen cyanide	51.48756586	51.486061194920666
VARRIP	methane	21.55523897	21.573419072032642
HIHGOW	isobutane	45.66590217	46.03989215884929
CEGWER	3-methylpentane	85.2083273	85.40570582677383
VUQKOI	acetaldehyde	42.48757937	42.34583263305224
ZESFUY	2,3-dimethylbutane	47.25405543	47.4428958277566
SUHHOT	4-methyl-4-penten-2-one	53.33348625	53.33654527860786
RIPNIP	ethylamine	41.96177595	41.79888361097341
RAXCOK	ethane	22.3441874	22.034742967797623
VASKOR	propane	33.06493341	32.78416733897462
XUVHEB	propane	42.1203321	41.492397955964115
EBEMEF	methyl propyl ether	37.52682727	37.4417091515836
MADWAQ	acetaldehyde	43.92543622	43.87712631482553
XUNGOD	acetonitrile	42.10531036	42.011019786503276
AVIMOI	2-pentene	63.26675467	63.534828847951246
MATTUX	acetaldehyde	38.2420298	38.26704383111079
ECAHAT	methyl tert-butyl ether	40.08687507	40.0805630773265
CUNWEO	dimethylamine	54.14563369	54.49126649718491
CANRUG	methyl isopropyl ether	51.678914299999995	51.94507980330981
OSAXAI	methane	21.61981352	21.469446816334038
APEBED	ethylamine	53.00324309	53.092408108615466
EDUSIF	isopropyl alcohol	25.30249797	25.341110737571995
NOCKUM	ethylamine	66.39028573	66.24755002333121
XOVVIO	acetaldehyde	57.24655602	57.08722425747969
GUWDUY	propene	38.63553305	38.64089626991669
LELMIA01	acetaldehyde	62.00579448	61.98035380296426
IXOFIL	dimethyl ether	29.23588178	29.17482893975343
VISTUM	dimethyl ether	38.51919568	38.55929003958364
TESGOO	neopentane	24.51815137	24.562775040941823
UVASAM	4-hexen-2-one	78.35390509999999	78.4488507904232
FUNBOG	4-methyl-4-penten-2-one	67.40767528	67.42134720696777
QUQFIS	ethane	25.14394785	25.327826506084044
QEVKOS	ethene	31.80980349	31.85988637122853
IGOCOX	methyl propyl ketone	61.81713111	61.558303086795945
KAXQIL	propyl alcohol	68.83091888	68.70990384124536
ANUGIA	ethene	16.98122829	17.098968670311493
QUPHUF	isopropyl alcohol	64.80441779	64.83023837058964
LEGGEK	methyl propyl ether	72.38558552	72.36718764531096
UMEXUF	dimethyl ether	55.85804595	55.68386012244813
DOTWAL	ethene	27.25941432	27.258779464175387
LAWGIA	4,4-dimethyl-1-pentene	31.73369277	31.737964156385168
AZIXUD	3-methylpentane	64.03356819	63.7479210469434
QOMDUS	methyl propyl ketone	65.16220891	65.17805460474327
IXOFEH	propene	29.02102422	28.9642233402623
IJENER	isopropyl alcohol	64.00960394	63.95527409392438
COGWEB	ethane	25.50014296	25.59539968977169
FEFDAX	2,3-dimethylbutane	47.32405551	47.12781421716547
TECTUS	acetone	88.21512059999999	88.37897772711915
CUTKOS	dimethylamine	50.46840809	50.62887903273866
UVUPOR	methyl isopropyl ether	50.84374442	50.72776459844051
XINJAH	1,5-heptadiene	79.58750951	79.52902019915106
FECWOB01	methyl isopropyl ether	49.08719433	49.39935456044032
BEPPAP	ethylamine	35.09663535	35.10919191038247
UMEXUF	1,5-heptadiene	76.01904931	76.00494006819964
GEDLIM	neopentane	56.98765944	56.98702597181102
JAVNIE	isopentane	49.20770259	49.336080391400934
ICANAD	methyl tert-butyl ether	70.47172164	70.55695266193018
XUWVEQ	ethylamine	82.41804144	82.26873226728608
ZERNAN	methyl isopropyl ether	48.95517028	48.981534252294644
QUJFUX	dimethylamine	49.93161318	50.10908031620609
GUYLUI01	methane	23.87473227	23.76691429618367
VARRIP	dimethyl ether	63.06997628	63.00678276062926
XEXLOD	4-methyl-1-hexene	52.05500643	51.963823207086875
XUWVEQ	methyl isopropyl ether	52.242825700000004	52.43624567222941
MUVGOA	dimethylamine	58.65602287	58.63187386944179
AGARUW	acetonitrile	42.31099353	42.369524514708324
HAZNON	dimethylamine	54.94238348	54.90884270779397
KOMHAW	isopropyl alcohol	70.13220737	70.13905962664775
SUKYIH	methane	15.17297033	15.265095891563746
ABUWOJ	4,4-dimethyl-1-pentene	68.59476748	68.54015663766684
GAYFUJ	methyl propyl ether	53.57089588	53.492191281078775
HIFVOI	ethylamine	44.40621569	44.40244500818995
GAYFUJ	2,3-dimethylbutane	54.030623	54.008700292866905
KINKAV	3-methylpentane	70.42682371	70.41409891180591
IBICED	3-methylpentane	43.27055636	43.20568808575921
GALCED	propyl alcohol	50.73714741	50.839375118958706
COGWEB	isobutane	41.6928169	41.52853275275491
VONBIK	4-methyl-1-hexene	82.1852438	82.234274980739
YUJNOH	acetone	68.95992463	68.85850619508878
JASNAT	isopropyl alcohol	53.872223399999996	53.94914756713252
PASTOU	isobutane	53.00951697	53.02506949048799
UKUBIM	acetaldehyde	40.09032475	40.16600062561825
FUNBEW	methane	15.43440261	15.416089883042652
RELLAW	4-methyl-4-penten-2-one	62.73359467	62.81751011309236
XUVHEB	isopropyl alcohol	52.17762854	52.263486965956474
ISEQIH	3-methylpentane	78.75111933	78.79426806154994
LAGWEX	3-methylpentane	56.83701467	56.96984315975676
PUWCUF	4-methyl-4-penten-2-one	91.06881177	91.09939959100925
ZIBGIC	ethene	15.22427738	15.233325307664144
BETGAK	ethylamine	52.80750375	52.713746472408054
XOVVIO	methyl isopropyl ether	46.1729261	46.01598672319804
QOJVAM	dimethylamine	52.84939986	52.70540345558836
CUNFOH01	2-pentene	30.06383126	29.990255133325874
XEHFUL01	acetonitrile	-4.59997665	-4.644836681821299
FERHAN	propene	47.21161468	47.1903265377414
MOYYIJ	methyl propyl ether	49.02041218	48.70060797020521
TEVZOK	2,3-dimethylbutane	47.08705346	47.07101375500249
ICANEH	ethane	32.86454548	32.90789819436198
WIYFAM	hydrogen cyanide	27.70982585	27.771627253662718
HIFTOG01	dimethyl ether	19.01696221	19.280939460803385
VUQKUO	4-hexen-2-one	72.38804908	72.38822535017499
PUQYAC	isopropyl alcohol	61.79383947	61.920970717445
YEGKOM	acetaldehyde	33.70144519	33.95705016547934
QEVKOS	acetone	56.26136441	56.67375258323271
HAFQOW	hydrogen cyanide	23.81813839	23.75160016144304
MOYYIJ	dimethylamine	37.93189909	37.73477772240717
HUHJAW	hydrogen cyanide	45.40757035	45.27226548340808
EDADIX	4-methyl-1-hexene	80.12431308	80.08742944944768
OSAXAI	4-methyl-4-penten-2-one	70.66830925	70.69305362154577
WIYFAM	neopentane	32.88259746	32.866622545790236
TERFUT	3-methylpentane	50.26011305	50.24111939447896
HIFTOG01	3-methylpentane	31.191534899999997	31.218428315519215
OFORUX	3-methylpentane	75.90883919	75.99002065631376
FAKLOU	4-hexen-2-one	55.10053829999999	55.04093406204997
RUVMAX	isobutane	52.85476014	52.65162065252795
ILOJEZ	propionitrile	58.08658701	58.40018889729884
EXEWAG	isopentane	45.72753593	45.72315549243431
LUVTEC	4-methyl-4-penten-2-one	54.79520422	54.84959354245577
MOYYEF	methane	16.57631824	16.627858129526732
ABUWOJ	propyl alcohol	54.51803214	54.47208739365854
ZESFUY	methane	14.55162521	14.56823525718152
RAZYOI	propionitrile	35.73899163	35.94975934963328
OFERUN02	methane	13.57335881	13.517504556184955
GUYLUI01	dimethyl ether	46.24892256	46.14693993554043
QOMFAA	4-methyl-1-hexene	79.84422939	79.83794546308916
UTEWUM	propene	33.38351967	33.29393103664525
YARYOF	ethylamine	43.16973726	43.16019598673533
HIMSAY	isopentane	67.81878417	68.32542973103746
XAMDUM07	4-methyl-4-penten-2-one	44.04606978	44.012700142481116
RUMWUS	isobutane	54.10751253	53.92335474260853
HIFTOG02	methyl propyl ether	47.35417528	47.313766751979074
LACJAC	methyl propyl ketone	71.43673445	71.4811143665596
FUNBAS	2,3-dimethylbutane	63.77948609	64.03819112741483
UWELIS	4-methyl-4-penten-2-one	76.11398467	76.00929545786374
UXUZAP	acetaldehyde	47.33468187	47.374490676304774
GEDLIM	3-methylpentane	70.59518807	70.59683517615996
MATVEJ	isopentane	37.19070854	37.48139298347492
DEYLUQ	isobutane	46.20411033	46.16169134663202
TEVZEA	propyl alcohol	57.67891667	57.7841447369753
XUYXAR	acetone	58.02866966	57.287204299033085
QATHOK	isopentane	41.24959693	41.2906103882565
PUQYAC	3-methylpentane	67.05060209	67.06917681596097
MOYYEF	isopropyl alcohol	41.74389573	41.76467202453031
LAGNUE	methane	17.98688818	17.865399360701286
DAJHUS	acetone	54.06524077	53.742133047131574
VUQKOI	dimethyl ether	35.52778069	35.35632548144042
GIMSIG	4-methyl-1-hexene	60.55547326	60.58685211003067
QUQPOI	methane	18.16957029	18.134947839476382
MODNIC	acetonitrile	35.12921829	34.982240956371946
RUFMUA01	1,5-heptadiene	56.12717954	56.01197709549333
HIMSAY	propyl alcohol	69.51274605	69.51278830216022
MIMVEJ	propyl alcohol	70.55990925	70.71290618064047
NARTUX	methyl propyl ether	59.24410110000001	59.24706012528916
QESYOD	neopentane	41.98696324	41.79866137645777
FERHAN	dimethyl ether	49.39335667	49.193855480596646
QOCRUW	propyl alcohol	69.45165116	69.44475382680416
KEWZOD	2,3-dimethylbutane	51.5209073	51.53849806266929
AVAQIX	acetaldehyde	47.31469949	47.45648726354448
HIFTOG01	methyl propyl ether	26.38014904	26.071493986033104
BEPPAP	methyl propyl ether	32.92034283	33.04622396984199
YEZFIU	1,5-heptadiene	52.29544706	52.27848162191941
FAGREM	methyl propyl ketone	56.56921652	56.3927372294459
XUNGUJ	dimethylamine	49.96505812	50.035166487728624
VACFOV01	propene	44.26466932	44.405271007713765
XAWZOM	propene	38.84235853	38.835231438076676
XIDBUJ	dimethylamine	51.67322143	51.592958586361206
UVAROZ	4,4-dimethyl-1-pentene	60.35512645	60.192078942722226
PAKXIK	1,5-heptadiene	71.24402959999999	71.08285941155887
MUVGOA	propyl alcohol	67.51777729	67.33693617804948
ACOLIP	methane	21.453558800000003	21.518680810133684
UNIGEE	1,5-heptadiene	34.66129171	34.56046163228286
XUNHAQ	acetone	57.27129227	57.409346374764596
FIGXAW	4-methyl-4-penten-2-one	58.21931318	58.32525275333531
ERUFUS	ethene	32.75048303	32.69129803830772
XEDPIH	methane	22.57604939	22.478971862193394
KOMHAW	dimethyl ether	44.65608655	44.62924189237834
OFERUN02	acetaldehyde	25.06699878	25.044277914887875
GUYLUI01	methyl tert-butyl ether	55.67965565	55.7214836954558
NALWOO	ethylamine	54.00372391	53.78863479120721
MIKJAR	methane	22.18741107	22.215691822179224
ERUFUS	dimethyl ether	52.84920821	52.74820976406932
QOJVAM	propyl alcohol	54.26335426	54.527526710375255
OSAXAI	ethylamine	45.23554837	45.17778072675663
AGARUW	ethane	28.72017291	28.713261205748864
VUQKOI	acetonitrile	43.55429218	43.47966159007875
EBEMII	4-hexen-2-one	81.89530082	81.76312359429492
SENWOZ	methyl propyl ketone	57.86174273	57.77552532569695
QEFNAQ	ethane	33.56453941	33.69882004843029
FECWOB01	isopropyl alcohol	48.72437198	48.851531163666536
FAQVEA	hydrogen cyanide	34.176993100000004	34.16906786124785
XAWVUN	acetonitrile	31.03619497	30.968407164428935
EBEMEF	4-methyl-1-hexene	48.77454754	48.8347104420303
FAPTOH	methane	17.22851497	16.989837689311752
WEBREC	hydrogen cyanide	34.68548161	34.58029649500025
OFUYUL	acetone	46.0680447	45.75379240339126
VAZTOG	1,5-heptadiene	34.63798721	34.60273756912881
RUMWUS	propene	40.73793335	40.67104768746248
NALWOO	hydrogen cyanide	37.07462468	37.00793968120332
PIHNUQ	methyl isopropyl ether	31.28036099	31.485792524731018
MOGVAG	acetonitrile	58.09907688	58.29917647051173
BUVXOG	propene	31.94738325	32.14466264748098
UVUPOR	ethane	28.19628932	28.090799146955337
GIFKIP	2-pentene	55.24385479	55.55061421990322
XOVVEK	1,5-heptadiene	69.18792887	69.2969790774766
MIKJAR	propionitrile	74.61014327	74.66245845126662
PIJJOI	4-methyl-1-hexene	83.30090498	83.2858667614486
GEDLIM	methane	23.60993145	23.753381498940083
QOMDUS	methane	18.31858607	18.186294880489402
GUYMAP	ethene	24.8530342	24.966150968442268
FAGREM	methane	16.55012079	16.469656639483592
ICANEH	methyl isopropyl ether	64.01565872	64.1367942242848
HIFTOG02	acetonitrile	41.19861473	41.43705859270333
XINFUW	acetonitrile	43.63721109	43.317284673764625
