MOF	molecule	H	predict
QESYOD	ethene	23.52408009	23.425843816482484
ODODIW	propane	34.77003129	34.57666075116929
WONZOP	methane	11.83670132	11.810648868096868
SENWAL	acetone	46.22747661	46.397683176387915
QUGNOV	propene	14.2588786	14.285009722673692
AVAQIX	methyl isopropyl ether	67.26918907	67.13213574185211
RABHAZ	4,4-dimethyl-1-pentene	51.19805794	50.873519756538435
UXUZAP	3-methylpentane	62.90023717	62.84807216930424
GAXWEJ	2,3-dimethylbutane	35.52720962	35.809269874145286
GIZJOP	isopentane	55.11910479	55.39740076658318
IBICON	ethylamine	34.24974727	34.091666630276755
KINHAS	4-methyl-4-penten-2-one	78.31350479	78.16824410967293
PEVPUD	dimethylamine	21.02354143	21.056885699816956
QUVDUH	acetaldehyde	74.37220369	74.17996930638832
DIDDOK	acetonitrile	28.52628802	28.60460895596888
KEXKEF	methane	22.70647327	22.604971537673958
NADZEZ	isobutane	14.853185999999999	15.299648503293486
KAXQOR01	2,3-dimethylbutane	95.26267624	95.11964999233642
IXUREZ	2-pentene	59.97894517	60.35065370105424
YEGCUJ	acetaldehyde	52.09461136	52.12253628729057
PUQYAC	1,5-heptadiene	76.54600096	76.34436584948796
UWELIS	propane	37.54154384	37.82568745092826
HEXNII	neopentane	-40.13886823	-40.11777881074016
FIJCUX01	2-pentene	45.38604234	45.285833202018374
IGOCOX	2-pentene	46.01043571	46.05187965560725
YASPEP	ethene	-0.275358247	-0.19772469856853006
MOYYIJ	methyl isopropyl ether	43.55787503	43.48806221830541
TEVZIE	acetone	51.35867299	51.33117401834194
VONBIK	isopropyl alcohol	70.86303021	70.83326298525515
COYTEQ	ethene	34.07672525	33.96971749229626
KINHAS	ethane	35.18664463	34.91197924618147
UMEXUF	ethene	27.54947239	27.588771833789888
SERKEG	propyl alcohol	42.17481375	42.251019812547845
IXISOX	methyl tert-butyl ether	61.89230758	61.9107389221698
TOHYUL	hydrogen cyanide	32.76645295	32.79866630593019
SUJQOE	acetone	59.65013952	59.28627626487055
KINKAV	isopentane	61.64369729	61.960082371499155
IXOFIL	hydrogen cyanide	22.471722	22.396703745504485
XINWUO	acetonitrile	25.33485679	25.49940393138629
PAMVEG	4-methyl-1-hexene	71.26527376	71.24974010825169
ZEDROR	3-methylpentane	52.62761031	52.34110522390717
TESGUU	propyl alcohol	56.63665505	56.78617651131445
GUYMAP	methyl propyl ketone	64.20820129	64.35599900499277
UBACOR	4-hexen-2-one	94.28131919	94.10430383174099
WALCET	propane	46.29963616	46.40954010857294
GUYLUI01	dimethylamine	51.59309799	51.78626845322091
MAKXAZ	2,3-dimethylbutane	77.98848129	77.84199439549137
DOQGUM	acetonitrile	73.54279968	73.4086777024486
EBEMII	4-methyl-4-penten-2-one	81.95292635	81.80516202595095
SENWAL	propene	18.62917799	18.57856947374397
LEGGEK	propyl alcohol	104.34384770000001	104.18433657266111
ACOLIP	isopentane	57.48064019	57.303961785795146
XUGSEY	ethene	21.64066717	21.745014036092083
RELLAW	propionitrile	42.04460271	42.093398940932644
WEBREC	ethane	33.36873394	33.390569164192954
XUVHEB	1,5-heptadiene	73.25252321	73.25171495064187
UBUMAH	acetone	48.78584748	48.93377568423563
VARRIP	acetone	70.59529828	70.59913412693167
LAWGOG	methyl propyl ether	26.33798625	26.434434198284407
SUKYIH	propene	33.50525868	33.23639742639091
COGWEB	1,5-heptadiene	62.83400427	62.932855418279445
SUJREV	isobutane	32.72305581	32.43390602113534
YASPEP	dimethylamine	-18.7341211	-18.697277311297487
GUWDUY	acetone	49.37111601	49.07319042833012
LACJAC	methyl propyl ether	60.25682641	60.088054906411735
QEVKOS	methyl tert-butyl ether	55.41974558	55.48438786063612
IBUDOZ	propyl alcohol	54.25810618	54.175428984071075
PEGBUA	isopentane	40.60785105	40.271366015146285
YUGLES	hydrogen cyanide	23.44240113	23.54382617750298
UVAROZ	propionitrile	58.66554474	58.56047993486768
MAKXAZ	ethene	31.58539044	31.664296227807935
CIGYAU	methyl propyl ether	-17.39357007	-17.451814813144793
VAPFUP	2-pentene	69.78151945	69.68502431773888
KAXQOR	methyl propyl ketone	90.08770769	90.04783296298807
ECODEG	4-hexen-2-one	93.11364694	93.00944213887004
MOYYIJ	4,4-dimethyl-1-pentene	46.16734403	45.82080663423975
QEFNAQ	isobutane	36.72048969	36.745670078168004
BICDAU	4-methyl-1-hexene	45.07095013	45.10617615493174
RURPEA	acetonitrile	51.9896465	51.94259033905424
QEFNAQ	isopentane	43.90767352	44.06368728152985
SAKRED	isopentane	42.17480606	42.42421750007465
YUKBIP01	methyl propyl ketone	69.47281555	69.62852075865955
IJENER	methyl propyl ketone	80.78722214	80.76948080327811
XOVVEK	4-hexen-2-one	70.64187411	71.10080694452114
CEGDUO	2,3-dimethylbutane	43.35000755	43.39251021301694
LAWGEW	acetone	32.15604215	32.25702128178989
HEZKIH	2-pentene	59.83164076	59.63206816867638
XOVVIO	methane	22.00961528	22.122975288180168
QUPHUF	methyl isopropyl ether	70.83886095	70.72311140295562
WONZOP	ethene	16.14694136	16.166511519610427
HICVUM	isopropyl alcohol	66.09235771	66.16962817640014
ICANEH	4-methyl-1-hexene	84.05341419	84.17639589697298
VUQKOI	4,4-dimethyl-1-pentene	53.25537941	53.270073880557604
OSAXAI	propyl alcohol	53.25784693	53.558335831286406
DUXZIG01	methane	13.552861300000002	13.482352902127953
UBACOR	methyl isopropyl ether	66.69366289	66.55018016779144
NEVJEF	ethylamine	67.35457671	67.16073423396786
WALCET	acetonitrile	47.78413016	47.746356188300915
AVAQIX	3-methylpentane	81.32409817	81.1058563248371
VASKOR	methyl tert-butyl ether	-51.71486599	-51.61440942683172
KOMHAW	ethene	33.18280713	33.01359643779907
PUWCUF	acetaldehyde	55.86746415	55.81593816821452
MATVEJ	hydrogen cyanide	24.831689100000002	24.8898431375032
JASNAT	ethene	31.56726479	31.600131698827397
ZIKJIO	hydrogen cyanide	23.6460637	23.64094587043378
QEFNAQ	hydrogen cyanide	37.84670919	37.84813093718089
VUSKAW	methyl isopropyl ether	26.31431327	26.13852073338006
KAXQOR	1,5-heptadiene	109.6682008	109.57336777208002
XUVHEB	2,3-dimethylbutane	66.00563162	66.24746828023903
FIJCUX	acetone	44.45066853	44.195576201826206
NIRDOI	acetone	16.38675948	16.39345242500954
MAKXAZ	1,5-heptadiene	89.57191315	89.4268037270176
ECODEG	ethylamine	56.28991909	56.1724762671142
MATVEJ	ethane	20.08424438	19.859362327833605
FIGXAW	isopropyl alcohol	63.93043509	64.05709099404025
BERGAI	dimethylamine	55.05119193	55.037503857026564
DUBWON	methane	18.93791382	19.081494563361492
XIDBUJ	methyl propyl ketone	80.06496147	79.59793011002137
UMEXUF	acetone	69.01073786	68.8335257041915
YEGKOM	4,4-dimethyl-1-pentene	-5.873558753999999	-5.836089114800814
FUSWIA	propene	31.43722733	31.25981669852618
TOHYUL	ethene	21.73859978	21.624653619726434
HUHJAW	methane	17.76831354	17.83722068269421
OVICUS	propene	43.84265641	43.97000235999607
OVICUS	propionitrile	47.60067458	47.73351199726357
YAZFOW	hydrogen cyanide	37.02915669	37.017419671031746
SAMLAV02	neopentane	43.63952772	43.67618006102981
HIHGOW	isopentane	53.56517034	53.34700860534325
HAZNON	acetonitrile	43.76306672	43.670506342806114
XIMPOA	propane	19.43493837	19.354683129062213
SAHYOQ03	1,5-heptadiene	34.62885021	34.66330523940344
ZERNAN	ethane	32.29461035	32.154326341112835
CIGYAU	propyl alcohol	7.458156896	7.663855918215092
ECIWUJ	hydrogen cyanide	31.20490114	31.31773685599261
GUYLUI	acetonitrile	48.72531879	48.97813187871106
KAYBUJ	3-methylpentane	69.17391811	69.19407135523342
RAXCOK	2,3-dimethylbutane	47.71960803	47.714721638727646
TECTUS	methyl propyl ether	53.75237217	53.718501477166704
GOMRAC	4-hexen-2-one	127.7921423	127.90625006867118
EXEWAG	isobutane	38.57188768	39.01204486654519
VAPFUP	propyl alcohol	95.37993843	95.16119546110475
VUQKOI	acetaldehyde	42.48757937	42.33059230715108
TEVZEA	hydrogen cyanide	29.45330303	29.425559585578657
RUFMUA01	acetaldehyde	44.53077422	44.5434589011923
RELLAW	methyl propyl ether	48.00707445	47.87100048229257
TEVZOK	propene	40.56095134	40.75510173429874
APEBED	4-methyl-1-hexene	84.36943301	84.23591679784373
FIJCUX01	methyl isopropyl ether	44.48305366	44.72385511829823
ZEDRAD	dimethyl ether	10.77483931	10.790851095268971
JOSNAG	methyl isopropyl ether	42.06450631	42.10396045290736
VAHSIH	acetaldehyde	58.47446506	58.53638264934248
BETGAK	propene	34.91465269	34.95895934311332
FAPTOH	neopentane	46.86379053	46.62339325578227
ZIDDIB	4-methyl-1-hexene	61.80384616	61.768043413430355
REDROI	propene	47.62372423	47.52189264453831
LAVSUY	methyl tert-butyl ether	60.33300404	60.330537901330025
AVAQIX	acetaldehyde	47.31469949	47.3837343696513
YEGCUJ	4-methyl-4-penten-2-one	56.84123774	56.890323302920365
EBEMEF	3-methylpentane	44.51123716	44.52516785741456
FIPWUY	isobutane	58.27871831	58.26586160521812
WALBOC02	ethene	35.62424387	35.70288947881906
MATVEJ	4-methyl-1-hexene	47.33570988	47.49247921331144
EDUSIF	propene	18.69970673	18.685660974514274
WONZOP	methyl propyl ketone	39.80743754	39.8622820440998
XINWUO	4-methyl-1-hexene	56.73246173	56.65501169262669
DEYLUQ	ethane	28.67025853	28.57859882686306
RUMWUS	3-methylpentane	77.88260301	77.83488297970322
WIYFAM	3-methylpentane	41.35181604	41.58959797193609
EZUCIM	methyl propyl ketone	74.21727494	74.29417714989931
MIMVEJ	ethylamine	58.23480687	58.24679929781903
WALCET	3-methylpentane	6.26639602	6.316624207783529
QUPHUF	dimethylamine	50.59855796	50.78133823256992
QURSEC	2,3-dimethylbutane	64.74637409	64.45976530992147
DUXZIG01	propane	26.89045435	26.98309071346047
BERGAI	isopropyl alcohol	70.27340045	70.07805024577677
BEPMIU	4-methyl-4-penten-2-one	50.14153295	50.07222978033879
AMIMEP	methyl propyl ether	68.32105991	68.5283749925575
XINFUW	4,4-dimethyl-1-pentene	54.82797591	55.001767835524106
KEWZOD	propyl alcohol	67.93692713	67.33868202846453
RABHAZ	isobutane	33.23914234	33.31161056015334
VASKOR	methyl isopropyl ether	44.96342344	44.78503455348444
RIFDUG01	isopentane	59.39381146	59.52353026354483
PIJJOI	isopropyl alcohol	69.7207865	69.71393979976888
PASKAX	1,5-heptadiene	80.03352422	79.99278226038619
MODNIC	2-pentene	39.41690884	39.31426103632054
PASKAX	dimethylamine	71.14414707	70.97265947304624
DEYLUQ	1,5-heptadiene	71.48445064	71.50854999349733
FUNCAT	isobutane	49.43243183	48.72161426627137
ULOGIL	dimethyl ether	41.37230771	41.409043204846256
MIMVEJ	2-pentene	80.00465326	79.79922420367829
GACQAE	hydrogen cyanide	25.41877098	25.48562780026994
BIBBUL	dimethyl ether	37.18219971	37.20454613743891
KAXQIL	isobutane	72.54901281	72.57487560176453
NASCIV	acetaldehyde	42.95859871	42.99356488118257
ZEDROR	2-pentene	61.71674165	61.36473005688363
ISOHEE	methane	15.32818239	15.357713690268069
OFERUN02	4-methyl-1-hexene	48.30462907	48.37331662739876
CUMDIY	hydrogen cyanide	36.04193405	35.99740991257907
XEXLOD	hydrogen cyanide	29.54389437	29.485831068540357
XEXMEU	ethylamine	43.530748700000004	43.34049919097286
OTAVOV	3-methylpentane	51.38350258	51.30895591172794
FAPTOH	acetonitrile	38.25944051	38.25350047020383
BUVXOG	isopropyl alcohol	37.13858807	37.103914748306984
REGLOG	methyl isopropyl ether	56.56930045	56.36645743048277
BUVXOG	3-methylpentane	60.267860600000006	60.32777352459655
KAVROQ	ethylamine	46.23167624	46.31548831914864
IXISOX	4-hexen-2-one	89.37714918	89.32516934957306
YAZFOW	propane	37.03321674	37.00260765541473
GOMRAC	3-methylpentane	116.7827247	116.73550165999234
TOHYUL	methyl propyl ether	41.89662154	42.01034996043238
IXOFIL	isopentane	45.860557899999996	45.78828188963923
OHOLIH	hydrogen cyanide	27.09423977	27.160732851548165
YEGKOM	acetone	43.08988421	42.87512919948796
YUGLES	isobutane	35.57727571	35.48702478546174
RUFMUA01	methyl isopropyl ether	36.13256591	36.13439276961035
VARRIP	propyl alcohol	84.64027032	84.52510759343654
VONBIK	dimethyl ether	46.62519634	46.493669603576066
WENDIE	ethane	38.79984051	38.35868015123875
FERHAN	ethylamine	55.7739988	55.829001405409755
PEVPUD	acetaldehyde	25.93369352	25.88989882425076
GITWIQ	dimethylamine	51.32712817	51.49266335274663
WEBREC	1,5-heptadiene	81.14692363	81.14475846754856
SUHHOT	propane	27.00350722	27.021039522030424
MUVGOA	4-methyl-4-penten-2-one	86.90256286	86.65043359033125
HIHGOW	ethene	27.9559674	27.988757355854943
MATVEJ	2-pentene	37.4427662	37.51797540404226
OVICUS	4,4-dimethyl-1-pentene	89.9666532	89.70435274155085
RABHAZ	ethene	19.56139997	19.81261058618157
GIFKIP	ethylamine	49.11402957	49.221213554689754
MADWAQ	isobutane	49.06230307	49.38200616943106
KEFBEE	acetaldehyde	38.61483877	38.626586217547384
PAKXIK	methyl isopropyl ether	58.53265878	58.81310334926191
QUPHUF	2,3-dimethylbutane	84.05477343	83.80725284513096
KAXQIL	hydrogen cyanide	34.71963531	34.823019288798406
MIBQAR	methyl propyl ketone	37.96199443	37.89059604654924
HAFQOW	ethylamine	36.34189144	36.263718681639645
MODNIC	acetaldehyde	32.32855486	32.33850136749526
WIFBAQ	4-methyl-4-penten-2-one	65.1919235	65.20008177863834
AMILUE	hydrogen cyanide	31.8372166	31.761501776137315
FUSWIA	ethene	22.69614257	22.81416242090421
DEYLUQ	propionitrile	47.83618111	47.703030506891174
FEFCUQ	4-methyl-4-penten-2-one	64.50004554	64.69179954325647
MIDRAT	acetone	35.17265722	35.488001337017444
XUWVEQ	methyl propyl ether	81.57877049999999	81.50915245569226
EMITUQ	acetonitrile	43.36323962	43.41940957542303
MATVEJ	neopentane	35.31987925	34.957201291012495
KUNWEW	propionitrile	55.21730816	55.48668940671206
REGLOG	methyl propyl ketone	61.93443269	61.932238184145135
REGLOG	2-pentene	47.33939268	47.38632667521095
RELLAW	propane	34.63140153	34.45234170423631
YUBFOR	4-hexen-2-one	58.06806559	58.05342739624649
KANDIO	acetaldehyde	45.75765782	45.67352825582897
MODNIC	acetonitrile	35.12921829	35.02732394816865
VEJYUF02	4-methyl-4-penten-2-one	51.57569956	51.57754317203308
MATVAF	methyl tert-butyl ether	56.91480993	56.78849754865136
BEPPAP	4-methyl-1-hexene	44.36368907	44.3393890504878
ESEVIH	neopentane	53.12890555	53.037555405174196
MATVAF	methyl propyl ketone	61.97822959	61.945769023127234
YUKBIP01	acetonitrile	32.86364907	32.89249210741364
UVASAM	dimethyl ether	49.82291925	49.81065897105769
WALBOC	isopropyl alcohol	52.02439295	51.853000270722895
VAHSIH	ethane	41.91364893	41.89532661981964
DIDDOK	methane	12.07015172	11.942640022363895
HIHGOW	methyl isopropyl ether	70.24966917	69.71246135673005
WALBOC02	1,5-heptadiene	57.91963002	58.050408228292284
SAKRED	propionitrile	31.37268599	31.49894099091444
BAEDTA01	3-methylpentane	77.25000827	77.24265473108257
MOYYEF	methane	16.57631824	16.53896405786158
SENWIT	1,5-heptadiene	39.34401277	39.25728895259176
KAYBIX	4-methyl-4-penten-2-one	77.41620529	77.37385733518863
UKUBIM	4-methyl-4-penten-2-one	80.39699471	80.59663082762344
SUJREV	propionitrile	58.94970299	58.416417964255054
PORVUO	acetonitrile	59.75011962	59.55673726016929
LIFWEE	4-methyl-1-hexene	53.53971711	53.63138088952554
SUJQOE	1,5-heptadiene	-42.81425864	-42.89476485275882
HEZKIH	isopentane	58.96746521	59.28599508530533
XINFUW	propene	29.07595144	28.946325334760427
TESHAB	propyl alcohol	58.03476636	58.015108854243685
LOFZUB	acetaldehyde	73.56573739	73.54510896560761
LELMIA01	methyl propyl ketone	83.26043805	83.16680947322305
WIFBAQ	propane	34.64235664	34.76591525092883
XINHOT	acetaldehyde	41.44538904	41.39274158521201
YUBFOR	propane	31.73621507	31.505571988776474
OFORUX	dimethylamine	46.18331173	46.22293319167614
FUNCEX	neopentane	25.363108	25.48120707568892
WIYFAM	4-hexen-2-one	49.6472659	49.68901703223343
YEZFIU	neopentane	37.94556749	37.69011793337662
IQUNAJ01	acetaldehyde	18.10828335	18.151999728635634
EXEWAG	4-methyl-4-penten-2-one	62.73871188	62.86719252449658
YUGLES	4-methyl-4-penten-2-one	54.65650544	54.58541406340372
UXEQOE	4-hexen-2-one	120.7238146	120.70403757321718
BEPMIU	methane	12.45228984	12.356685627333613
HIFTOG	isopropyl alcohol	47.15663311	47.04775666798313
QUQPIC	isopropyl alcohol	56.29625121	56.14347555470338
GOMRAC	acetaldehyde	63.57762318	63.63554368716471
JOSNAG	propyl alcohol	75.88990131	75.84865554839617
NADZEZ	propyl alcohol	57.32462781	57.273522226294084
QARTEK	propionitrile	50.90488323	51.02765999033887
FUNBOG	acetonitrile	51.48982234	51.434223513168014
YEKXET	2-pentene	46.47688244	46.35507882785358
EMITUQ	methyl tert-butyl ether	59.50658777	59.26970157694284
EDADIX	propyl alcohol	55.52326279	55.82862524614449
TESGUU	isopropyl alcohol	58.69332434	58.56587628458834
XENKIM	dimethyl ether	57.03618859	56.98255588337721
TESGUU	4-methyl-4-penten-2-one	56.96085782	56.96778701565449
GIZJOP	4-hexen-2-one	48.12455106	47.929959764508126
HAZNON	hydrogen cyanide	31.361399	31.370558463445395
RAXDAX	acetone	-7.679099517	-7.576584570231248
OHOLIH	methyl tert-butyl ether	65.40625734	65.18050188805078
FUNBIA	propene	41.74420298	41.53548761791869
IQUNAJ	ethylamine	19.74250473	19.79285572141478
BIBBUL	4-methyl-4-penten-2-one	15.58786344	15.597772809936881
UTEWOG	methyl tert-butyl ether	54.35074857	54.39145633874159
NUTQAV	dimethyl ether	32.91738943	32.94499383883584
RUCGOM	2,3-dimethylbutane	54.54026581	54.72281251089408
YARYEV	3-methylpentane	40.21236457	40.288337091344836
AMILUE	methyl isopropyl ether	62.32683298	62.60798681404773
XUGSEY	methyl propyl ketone	73.18283597	73.2873410882065
XIMPOA	hydrogen cyanide	37.34400546	37.34274952198318
BONWAD	ethene	6.082199967999999	5.923869861184668
VACFOV01	hydrogen cyanide	29.63571985	29.574721243168764
KEWZOD	acetaldehyde	45.68509836	45.808484998194764
FIJCUX	methane	16.34416347	16.30846615905712
CUNWEO	methyl propyl ether	45.36349969	45.63965163564228
XINWUO	propene	27.08231897	27.207779407905143
FUNCEX	3-methylpentane	58.71460777	58.61840750330767
HEKTUO	ethylamine	59.92998739	60.01126847400344
TADCAE	dimethyl ether	54.70295133	54.60870365068382
XIBZUF	isopropyl alcohol	91.35729447	91.34281624626571
HICVUM	methyl propyl ether	60.22541174	60.19671523919593
WEMNAF	methyl propyl ketone	83.12500061	83.19391492684579
OVICUS	dimethyl ether	42.32091901	42.35766427787287
GUYMAP	ethylamine	41.94659837	41.83609333808217
NUTQEZ	4-methyl-4-penten-2-one	55.63162067	55.66853781420735
UVASAM	isopropyl alcohol	63.402033200000005	63.42355687427958
XEDPIH	isopropyl alcohol	64.56987641	64.51866345648635
GAYFUJ	4-methyl-1-hexene	68.46007226	68.4041893063785
DIDDOK	isopropyl alcohol	32.77058649	32.914657343505525
PUQYAC	methane	27.60661634	27.528266044430037
MATVAF	isobutane	39.87199116	39.94823287342252
YEGCUJ	isopentane	43.04902837	43.225825265188455
CUMDIY	methyl propyl ether	70.87236209	70.85233050297589
RAZYIC	isopropyl alcohol	41.28900436	41.28515689296796
KAXQOR	hydrogen cyanide	33.79103166	33.82790709871535
HIFVOI	hydrogen cyanide	25.84283012	25.879645245995935
MADVUJ	4-methyl-1-hexene	80.18206262	80.1193019506392
ANUGIA	isobutane	31.06298044	31.03081353830532
HAMJOW	acetonitrile	51.62834787	51.28451358941468
PELNEA01	ethane	27.02452782	26.73619020845429
IBUDOZ	3-methylpentane	68.61289086	68.46331192056675
FAKLOU	methane	14.16564376	14.12297366098345
MOYYIJ	acetonitrile	32.19915191	32.21511382313206
SEFSOM	2-pentene	50.40315805	50.08212634236186
XUVHEB	isobutane	50.40793621	50.56076759395765
HAMJOW	3-methylpentane	65.90580125	65.93873816426493
ZISYAD	neopentane	64.1416668	64.0797496080462
IBIDAA	ethylamine	33.83590005	33.87480016830374
IXISAJ	ethane	35.471977	35.37478909164683
SUJQOE	isopentane	30.16045007	29.922382268559428
GIFKIP	dimethylamine	49.62916764	49.594545197409076
ANUGIA	acetonitrile	24.17483257	24.05183984229749
ILOJEZ	propyl alcohol	80.19387372	80.14722544979847
XEHFUL01	ethene	-9.929945127	-9.893762588072901
GUYLOC	2-pentene	46.55278102	46.2474536035711
ISEQIH	isopentane	67.0857557	67.11865665819182
QUGNOV	propionitrile	30.13636296	30.06253578895186
BOWQAG	ethylamine	35.06555473	35.14647942542057
XEJTIR	acetone	58.20136516	57.922082408981375
DUXZIG01	dimethylamine	27.86002751	27.811913406252128
EBEMEF	propyl alcohol	30.55648867	30.600687943998146
NUTQEZ	acetone	38.39666654	38.58151239235539
TEVZUQ	dimethylamine	48.36676	48.49119700731744
CUNWEO	methyl isopropyl ether	65.90906439	65.71090455413008
QUNMUI	propionitrile	32.32275607	32.301321720735544
QOKCID	3-methylpentane	81.93674652	81.84414565542832
HAMJOW	propene	35.19408784	35.28950659084073
ICANAD	methyl propyl ether	58.21223999	58.17049973896463
UVUPOR	neopentane	48.01587584	48.46662376389793
MADVUJ	propyl alcohol	55.60254383	55.73449125941461
GINLIA	isopentane	48.84495823	49.039639445650074
DAJHUS	4-methyl-1-hexene	-72.20233551	-72.2880993209075
HOWPOZ	propane	34.85262614	35.064369960818965
CIGYAU	dimethylamine	23.77525535	23.866344592334503
RIVDEF	propane	35.81539496	35.756495763234504
VAZTOG	acetone	32.06065728	31.822721282988812
MADWAQ	3-methylpentane	69.06964548	69.00719165879566
FEZREJ	ethane	26.21749039	26.2909264385476
SAHYOQ05	3-methylpentane	31.22819048	31.23068761043904
AZIXUD	isobutane	45.74823199	45.58117122562283
UTEWUM	4-methyl-1-hexene	65.13845078	65.27054365456388
DAJHUS	ethene	31.32337549	31.34591397440285
XUNGUJ	methyl tert-butyl ether	32.34063627	32.38516409115914
VACFUB01	dimethyl ether	28.42350244	28.507697686063
HIFVOI	acetone	55.61768485	55.78467478258177
SENWOZ	acetonitrile	48.81461519	48.74808317542523
XUNHAQ	2-pentene	68.62581396	68.49355108572728
FAGREM	4,4-dimethyl-1-pentene	60.6859906	60.71375627957612
BARZAW	ethane	28.47343829	28.317910015260736
VEJYUF02	propane	43.06846213	43.02013915160513
QUJFUX	acetonitrile	48.14608758	48.01375161032073
QOCRUW	3-methylpentane	56.61170127	56.61509607946997
IXOFAD	methyl propyl ketone	52.12964587	52.13124270918806
QOKCID	methane	23.55972952	23.618371713481167
NEHZIK	acetonitrile	35.21564688	35.05875252393014
FUNBEW	propene	35.66748611	35.30514210602063
