MOF	molecule	H	predict
QARTEK	propane	44.19140963	44.57520251442586
NOCKUM	4,4-dimethyl-1-pentene	63.15293677	62.94406248675039
OSAXAI	propane	38.2062266	38.06915752196242
XENKIM	isopropyl alcohol	67.77171495	67.73201443768957
TETZID	isobutane	50.93529649	50.90006894661674
IMACZN01	acetone	57.63097636	57.52086012409896
TESGUU	methyl propyl ketone	54.44708257	54.58651264630808
XAMDUM07	methane	20.00729413	19.927584426759672
WEMNAF	4,4-dimethyl-1-pentene	61.7269397	61.96329985060375
TESHAB	neopentane	26.16629439	26.509537860353877
GIZJOP	isobutane	51.74623759	51.67975406571251
HOWPOZ	methyl isopropyl ether	54.36539179	54.3622664953447
AVIMOI	propionitrile	72.81970972	72.67520306395282
EZUCIM	ethene	26.33118454	26.27987874160393
QOKCID	propyl alcohol	65.66378213	65.62320486971912
HEKTUO	1,5-heptadiene	75.64952995	75.6819893403745
MODNIC	methyl isopropyl ether	44.03899101	44.1249532654809
RAXCOK	hydrogen cyanide	28.42063878	28.60866894694518
LAVSUY	acetone	48.95571125	48.9284989303226
QIFLUO	methyl tert-butyl ether	31.70616126	31.70518338069045
QOMDUS	2-pentene	54.503910399999995	54.35978977427712
HEXNII	dimethyl ether	44.74618876	44.877981717484474
YARYEV	1,5-heptadiene	42.37408193	42.44956035467885
ICANAD	propene	39.54112935	39.664274614557485
ANUGIA	3-methylpentane	42.33438548	42.2934881742285
XADGAM	methyl tert-butyl ether	67.40124227	67.40479662094602
HAZNON	ethene	35.85514852	36.025893614343666
FUNBOG	neopentane	25.5290703	25.99957151396348
XEXLOD	2-pentene	40.96856737	41.18480547856278
GUFREF	propionitrile	66.45971162	66.45861353728924
XAWZOM	1,5-heptadiene	29.90996365	29.900803047763272
HIFTOG	4-methyl-4-penten-2-one	60.40473107	60.208635422846335
TECTUS	methyl propyl ether	53.75237217	53.81666709556893
XINJAH	4-hexen-2-one	78.92799594	78.77212608455972
ICANAD	acetone	52.87306942	52.94539369241656
XADGAM	2,3-dimethylbutane	85.61910129	85.20626408132722
JIVFUQ	1,5-heptadiene	63.07498553	63.11402980045211
KAXQIL	hydrogen cyanide	34.71963531	34.7428484958384
GIFKIP	propane	39.91146294	40.27062414857466
WALBOC02	isobutane	6.304434874	6.1035703586647
EDADIX	isopentane	61.78128106	62.24048159782752
OJICUG	isopropyl alcohol	66.86270431	66.70883027430455
UXEQOE	propane	53.97826327	54.46055383503007
HIFTOG01	isopropyl alcohol	26.17553157	25.99450786792202
LAVSUY	4-hexen-2-one	73.76861878	73.96725873362777
RIFDUG01	hydrogen cyanide	29.26518872	29.237009154343657
AGARUW	4-methyl-1-hexene	76.01961438	75.94064360550102
BAEDTA01	methyl tert-butyl ether	58.67083711	58.666553677148634
AHOKIR01	ethylamine	62.71240029	62.64158288203407
AVIMOI	1,5-heptadiene	82.85406689	82.80896770212715
YUGLES	ethylamine	35.60524167	35.492234879805395
MIBQAR	methyl isopropyl ether	26.36683719	26.435280185049898
OFERUN02	isopentane	37.33048375	37.40586136544953
SUJQOE	methyl propyl ketone	-5.682952685	-5.6409600260730794
TADCAE	propane	51.67611759	51.81580385092346
ZERNAN	methane	22.17174567	22.123850391099886
UVUPOR	hydrogen cyanide	33.99852973	33.732147816094155
ODIXEG	isopropyl alcohol	44.55444910000001	44.47727887484595
ATOXEN	methyl tert-butyl ether	32.72371945	32.53772436174639
GEHSAN	propane	51.62677587	51.86069828762598
OHAKIS	4-hexen-2-one	93.8874335	93.9880741258566
PEVPUD	2-pentene	25.09066688	25.115047919652493
CUMDIY	acetone	64.78195647	64.71621726336762
BETGAK	4-methyl-1-hexene	69.57956528	69.45805812051029
TECTUS	4,4-dimethyl-1-pentene	76.73330574	76.6086815045268
UNIGEE	methyl propyl ketone	35.57385121	35.67100074107467
VACFUB01	2,3-dimethylbutane	50.26140982	50.53544495532784
RATDAS02	propane	42.65129956	42.70144204922914
REDROI	3-methylpentane	66.29638119	66.14435857538962
ECAHAT	isopentane	37.24529423	37.23193485559634
REYCOP	ethane	29.53705548	29.410577296426567
VARRIP	3-methylpentane	64.537141	64.45940921734578
GIMSIG	propane	33.11732622	32.96909518508765
IXOFAD	methyl propyl ether	42.48601933	42.50559708059957
GAYFUJ	isopropyl alcohol	49.47697068	49.51179978546523
VONBIK	4,4-dimethyl-1-pentene	77.33089521	77.09951196096974
SENWAL	4-hexen-2-one	58.6863169	58.72703611000192
GOMRAC	methyl isopropyl ether	92.84738946	92.86956223506992
LIFWOO	methyl isopropyl ether	64.73748757	64.80556423486163
IJENER	4-methyl-1-hexene	89.93689425	89.92061307039708
CESYEF01	propene	42.12112013	42.08325945181665
NIRDOI	ethylamine	46.76799324	46.74896329399281
KUNWEW	isobutane	51.3536389	51.49372029757478
MADVUJ	3-methylpentane	69.4559125	69.3019832123626
DIDDOK	acetaldehyde	30.13234319	30.08862456244173
OJICUG	methyl propyl ketone	58.971087399999995	59.04740096633066
KANDIO	propene	38.24754822	38.156326155722546
ISEQIH	4,4-dimethyl-1-pentene	79.31970501	79.23772713681772
IXODUV	acetaldehyde	29.64963683	29.685607432639912
FIJCUX01	methyl propyl ether	43.4808375	43.24760430296493
YAZFOW	dimethyl ether	41.69524002	41.69530593763373
TEDGOA	ethane	17.72492136	17.44398004213207
ZISYAD	propyl alcohol	53.85466551	53.927645950627266
VASKOR	3-methylpentane	40.2869646	40.23003186588041
YUBFOR	acetone	37.433569299999995	37.274411213386394
YARYEV	acetone	40.4925561	40.63179945410496
QOMFAA	methane	20.90957037	20.97646073136702
ANUGIA	isopentane	36.78551804	36.79893822656861
LAWGUM	acetone	31.87333807	31.71638678375162
LOQLEJ	ethylamine	50.38874776	50.379022938615506
NEVJEF	propionitrile	57.86848738	57.710698151945266
IBICAZ	dimethylamine	32.70378621	32.69082020031354
MATTUX	isobutane	44.34996946	44.4673103899752
GOMREG	methyl propyl ketone	119.06834479999999	119.06024829193365
TASXIW	propane	35.51620346	35.852211377455895
GAYFUJ	4-hexen-2-one	79.60930657	79.78298678210125
ACOLIP	propyl alcohol	69.81875026	69.42578523826137
PORVUO	2,3-dimethylbutane	65.96868298	65.90090421331601
WONZOP	dimethylamine	37.18441136	37.13560979725069
LELMIA01	methyl tert-butyl ether	58.53217401	58.46326962444146
NAKLIW	propionitrile	44.56590809	44.59498063028942
SEFSOM	methyl propyl ketone	61.96973423	61.665310045224196
AMILUE	propane	49.09440273	48.86997843535364
FEZREJ	propionitrile	78.68458675	78.60941704946438
BALMUW01	methane	20.22970445	20.240344616444396
NADZEZ	1,5-heptadiene	82.94080419	83.02842397835246
SAKRED	dimethyl ether	28.55623605	28.507556441647438
EKOPOK	1,5-heptadiene	89.40928316	89.3576368053674
KAXQIL	2-pentene	83.16413702	82.95992985417901
DEYDOA	isopentane	53.96966813	54.176464089500875
VEJYUF02	1,5-heptadiene	19.25881174	19.264297479953697
RAXCOK	methane	14.42404519	14.43915864247928
ESEVIH	2-pentene	52.89795382	52.89871901495056
HIFVOI	methyl propyl ketone	73.65375692	73.55116875667804
FAPTOH	4-methyl-4-penten-2-one	68.09348574	68.19640106133609
UBACUX	3-methylpentane	60.37727754	60.07309605789303
CANRUG	hydrogen cyanide	31.51217888	31.616047119243632
FIRVEH	methyl isopropyl ether	45.88228189	45.98201417227324
FAKLOU	methyl tert-butyl ether	42.24906363	42.24242838607265
UNIGEE	dimethylamine	21.04661303	20.914130663982988
BICDAU	2,3-dimethylbutane	40.98913766	40.83677396884023
ZEDROR	4,4-dimethyl-1-pentene	38.78677874	38.785156767302794
FEFCUQ	3-methylpentane	50.85579533	51.200591041378
LAVSUY	methyl tert-butyl ether	60.33300404	60.35298725559684
FUNBEW	methyl tert-butyl ether	36.49793933	36.6066285775195
BARZAW	4-hexen-2-one	74.47558407	74.2981778096846
YARKEJ	4-methyl-1-hexene	84.01234184	83.99520495892277
MIHHOA	isobutane	65.00826896	64.99700430296873
FIPWOS	neopentane	16.61225659	16.89895890813071
CUHPUR	dimethyl ether	33.64027086	33.533857207794604
SEYDUW	methyl propyl ether	37.74489729	37.41000047678253
GUFREF	3-methylpentane	68.52403998	68.57826320765828
EMITUQ	neopentane	49.12937135	48.71562692021768
XIMPOA	acetone	25.8594776	25.73194815967185
FERHAN	4-methyl-4-penten-2-one	60.45506297	60.327350632930454
MOCKEV	isopropyl alcohol	46.76656527	46.8152857249655
UTEXAT	ethane	28.26522785	28.394358548871658
MIKJAR	acetonitrile	66.34012131	66.39185857595218
DOQGUM	acetaldehyde	64.63702735	64.70754995385408
AHOKIR01	methyl propyl ether	30.12810578	29.929875812172266
IYUJAO	4-methyl-1-hexene	84.17460556	84.18382863672313
CEGDUO	acetone	46.21261057	46.05431888591257
FEWGUL	propyl alcohol	64.29901955	64.3455919390676
RIFDUG01	1,5-heptadiene	58.85480932	58.74670491987987
WENDIE	4-methyl-4-penten-2-one	84.33876845	84.4763687887924
QUQPOI	methyl tert-butyl ether	56.54916803	56.736755779168234
GUYLUI01	2,3-dimethylbutane	65.43447471	65.46449085592346
GALCED	propyl alcohol	50.73714741	50.906982581973764
PEVQEO	methyl propyl ether	26.36416808	26.527704435097114
GINLIA	4-methyl-4-penten-2-one	85.44897107	85.19771745571914
BICDAU	acetaldehyde	31.09445344	31.05756902570372
UBUMAH	dimethylamine	40.56801306	40.6697490712215
VONBIK	acetonitrile	52.39752299	52.378347163529526
YEKXET	dimethylamine	43.73306657	43.470138633010194
BALMUW01	acetonitrile	48.91788923	48.94111201467518
VAZTOG	methyl tert-butyl ether	27.24424869	27.31171732571115
LOFZUB	methyl isopropyl ether	84.64710457	84.74226769168033
RUCGOM	methyl isopropyl ether	60.20377112	60.4425088613319
ERUFUS	4-methyl-4-penten-2-one	60.89065917	60.84991248135923
TECTUS	ethene	26.31553317	26.316106640028547
MIKJAR	methyl propyl ketone	92.01767652	91.95892027539567
CUHPUR	ethene	18.6474191	18.65349344500352
LUVTEC	ethane	23.49046337	23.294079845231135
SUKYIH	propionitrile	37.27428202	37.39453455126238
UVASAM	ethane	39.02272651	38.97007307153775
XEDPIH	methyl isopropyl ether	65.6799346	65.79120651348933
KAXQIL	4-methyl-1-hexene	106.687233	106.54609559379202
PAKXIK	methyl isopropyl ether	58.53265878	58.98344260385053
ICANAD	methyl propyl ketone	72.45694366	72.56472260437808
PASKAX	dimethylamine	71.14414707	70.85371526888015
HOWPOZ	1,5-heptadiene	65.68092823	65.69674948763976
VAHSIH	dimethylamine	67.52857029	67.44053842482363
QOMFAA	propionitrile	71.11120498	70.74933732458754
UXUZAP	ethane	36.78246618	36.73183335626852
CUNFOH01	4,4-dimethyl-1-pentene	37.91954017	37.95457358999246
WALBOC01	propyl alcohol	56.19082032	56.27289320153151
LIFWEE	4-methyl-4-penten-2-one	68.42354713	68.4459827194625
KAXQIL	methyl propyl ketone	91.12566896	91.13626886651643
SAHYOQ05	methyl tert-butyl ether	27.29478833	27.1714070671028
NISCOJ	propyl alcohol	66.33630467	66.48128234591061
HIHGOW	propyl alcohol	65.37882002	65.34890550406087
MADVUJ	neopentane	47.28868378	47.22262144942714
LASYOU	methyl tert-butyl ether	46.94915131	46.97657451248409
RIFDUG01	dimethylamine	47.91488853	47.88115344389504
PEMRIK	methyl tert-butyl ether	68.38499294	68.46961704056855
XAWVUN	methyl propyl ether	29.85237296	29.987211946440105
FIGXAW	4-hexen-2-one	83.15123494	82.9169848976226
XINFUW	neopentane	41.33827117	41.85088604626137
MADWAQ	4-methyl-4-penten-2-one	79.16903602	79.15171730091201
EDUSIF	methyl propyl ketone	35.2621006	35.49897114504215
FIGXAW	methyl isopropyl ether	66.6795047	66.58626857169138
LIFWOO	4-methyl-1-hexene	85.06933766	85.14176622923131
KAYBUJ	hydrogen cyanide	24.05745556	24.056775063299494
QARTEK	4-methyl-4-penten-2-one	67.39977748	67.24207230799064
XUWVEQ	ethylamine	82.41804144	82.38243341611908
EDADIX	propene	42.80061944	43.26972055678901
IBICON	3-methylpentane	43.21254997	43.20754897809665
AFITIT	4-hexen-2-one	80.23200245	80.29015000665939
GULPIN	isopentane	57.03331688	56.82624869556743
ZARZAV	propyl alcohol	91.07130987	90.91474913953311
MIKJAR	methyl isopropyl ether	79.83710226	79.76534205633202
FIPWOS	ethane	39.08928589	39.07534239326716
QOJVAM	4-methyl-1-hexene	76.30570296	76.23156461819256
CUTKOS	acetonitrile	43.01876875	43.122968410645086
BETGAK	isopentane	53.31825179999999	52.73246522257397
NAKLIW	propane	41.63086494	41.47883966264736
FAPTOH	neopentane	46.86379053	47.12804670362745
XUNGUJ	hydrogen cyanide	30.09034594	30.061680446738713
KAXQIL	ethene	39.64163238	39.57770727339499
GINLIA	ethene	24.79853578	24.820118903376294
EDADIX	propyl alcohol	55.52326279	55.752444436859015
ULOGIL	propyl alcohol	27.39813789	27.47984059043019
XUGSEY	methane	14.88217082	15.00273634666626
LELMIA01	propyl alcohol	71.29219245	71.4248718249639
LEMNOH	propionitrile	25.91243106	25.830093236261288
XIDBUJ	ethane	28.69940168	28.819746230788656
LIFWOO	acetonitrile	43.67724565	43.73016692834935
KANDIO	neopentane	49.76314636	49.32115696291787
TETZID	propyl alcohol	72.16096769	71.95711040742104
UVUPOR	acetonitrile	44.35927186	44.364964773813234
SEYDUW	propene	32.15306059	32.30980052007581
NUVWIL	4-methyl-4-penten-2-one	44.92796074	44.847894536864466
TASXIW	1,5-heptadiene	65.19979826	65.4030152804115
MAKXAZ	ethylamine	50.81765827	51.057912641359465
BIBBUL	4-methyl-4-penten-2-one	15.58786344	15.539378540562046
XENKIM	1,5-heptadiene	59.59431832	59.6882934210035
CANRUG	1,5-heptadiene	67.46550369	67.45765053967624
FUNCEX	ethane	27.65082905	27.864035883259834
TARWEO	dimethylamine	48.73406561	48.765519014150456
EDADIX	propionitrile	53.02666925	53.158608310118524
XINFUW	propyl alcohol	51.44441199	51.849966366606466
CUHPUR	neopentane	38.2036294	38.03274331708046
EZABEN	methyl propyl ether	54.316870200000004	54.413387434931586
SERJUV	acetaldehyde	43.22739201	43.12657479462593
AFITIT	acetone	56.470979099999994	56.627823159666896
AVAQIX	propionitrile	54.04530372	54.31328581301653
FERHAN	dimethyl ether	49.39335667	49.388140040194926
YEZFIU	isobutane	34.96010475	34.563020590254986
LEMNOH	propene	6.765452569	6.863118870246693
AFITIT	isopropyl alcohol	60.47924258	60.5550425519687
FUTKEL	methane	19.03617573	19.17284730105394
FIQCEN	propane	46.59173398	46.65398925147872
YARYOF	ethane	24.63538076	24.55424419051427
XEHTUB	acetonitrile	43.97017746	43.79117004638264
AVIMOI	methyl isopropyl ether	73.87242609	73.66639608010009
GINLIA	propane	35.82210934	36.132016623525075
QUNMUI	1,5-heptadiene	60.96749671	60.949190038294105
FUNCEX	methyl tert-butyl ether	33.10657452	33.10609889529323
SAMLAV03	acetonitrile	63.67028974	63.79103315082306
NEHZIK	neopentane	43.51210615	44.03956409876027
SAHYOQ04	1,5-heptadiene	34.64961011	34.597178200484066
ICANAD	propionitrile	47.01179521	46.88130097341295
VUQKOI	acetaldehyde	42.48757937	42.38601259009541
DAGDIZ	propionitrile	51.93447159	52.05734302200008
GIFKIP	propyl alcohol	58.25007186	58.22497374671033
PAMVEG	methyl isopropyl ether	57.48304781	57.44448970169182
VAPFUP	4-hexen-2-one	98.23582038	98.46192227540023
YARKEJ	hydrogen cyanide	40.32403702	40.12023206166907
KAXQOR01	acetaldehyde	49.06970448	49.058600274822076
TASXIW	2,3-dimethylbutane	57.15096092	56.98149807212635
MOYYIJ	ethene	24.42197073	24.475099885434428
DAGDIZ	2,3-dimethylbutane	64.2731256	64.31193060215149
CUTKOS	propionitrile	51.86131649	51.67812538130534
XENKIM	propyl alcohol	68.62075663	68.63670730236267
ZIKJIO	dimethyl ether	32.30353103	32.29274970668559
VAHSIH	methane	26.82696191	26.81940745110067
SAHYOQ03	dimethyl ether	20.34228541	20.23862408503795
WALBOC	ethane	38.72657381	38.700956529030634
YUKBIP01	3-methylpentane	71.04831781	70.8364421303911
SEFSOM	4-methyl-4-penten-2-one	65.7037952	65.75685471053181
FUTKEL	ethene	26.94347649	27.106527195659613
LABJUV	dimethyl ether	40.8688541	40.87704112705432
QESYOD	dimethylamine	34.07479329	34.25811179676105
NARTUX	4-methyl-1-hexene	81.63407911	81.60619194021432
RAXDAX	hydrogen cyanide	47.95315422	47.84846422237009
REYCOP	dimethyl ether	33.32489032	33.383451007675575
SAMLAV03	2,3-dimethylbutane	54.14931999	54.236984592241946
LAGWEX	2,3-dimethylbutane	56.99207377	56.85802465146208
APEBED	4-hexen-2-one	91.7759667	91.42728297120554
LIFWEE	isobutane	44.99530867	44.954428640025604
JAVNIE	propane	32.70271265	32.90538464149216
MIBQAR16	propene	18.69971317	18.552767698272888
YARKEJ	acetonitrile	48.75876485	49.10441752005884
SENWOZ	methane	10.56114349	10.47117570733971
PASTOU	ethylamine	44.74164673	44.80844566939481
KEFBEE	acetonitrile	41.15345429	41.19718841299102
HABRIN	ethylamine	65.27692463	65.30490617322286
FUNCEX	4-methyl-1-hexene	64.81008504	64.73612632217721
BERFIP	dimethylamine	39.83216382	39.86769806890788
PASTOU	dimethylamine	45.10460429999999	45.163804368482154
KOMHAW	methyl propyl ether	51.71394946	51.75813854593394
OJICUG	dimethyl ether	64.09531798	63.97154766625484
KAVROQ	methyl propyl ketone	72.32697963	72.25261716432358
ICANEH	propionitrile	46.36890675	46.47393316139709
CEGDUO	methyl isopropyl ether	52.5711027	52.54942374398312
TETZID	acetone	64.63808321	64.44368621254253
DEGJIK	hydrogen cyanide	27.04445929	26.997411944374786
XUNGOD	dimethylamine	53.83884426	53.75872297774257
IXISOX	ethylamine	54.17093354	54.11261386066536
CUNWEO	2-pentene	47.10220257	47.054551171769695
QOMDUS	methyl isopropyl ether	53.11729124	53.32855230917174
QUQPIC	acetone	48.39678096	48.23186527748447
FUSWIA	4-hexen-2-one	68.81623671	68.73722512604196
XADGAM	dimethyl ether	51.89408859	51.91994768882309
FUNBIA	2,3-dimethylbutane	66.50763627	65.88167478107519
REDROI	ethylamine	53.37599233	53.531665857669566
RELLAW	propane	34.63140153	34.634231193011004
MOYYEF	methyl propyl ketone	61.43274246	61.47067460083582
BARZAW	2-pentene	55.21172353	55.01474835873477
FUNBAS	acetonitrile	38.64808882	38.33636492446372
DEGJIK	propene	42.69989851	42.540479785361114
GUWDUY	propane	40.63420746	40.68925358935866
RURPEA	4-methyl-4-penten-2-one	47.06995929	47.08837304318069
ZERQOE	4-methyl-1-hexene	96.95816493	97.08960400448933
HIFTOG	isopropyl alcohol	47.15663311	46.91760671721372
YEGCUJ	dimethylamine	42.8451586	42.876628832922556
QOJVAM	ethane	34.62585137	34.67507789311183
YEGKOM	hydrogen cyanide	25.1581689	25.28312380587165
GIMSIG	2,3-dimethylbutane	53.229206299999994	53.337182586037464
HIMSAY	propionitrile	65.68158454	65.84890154634239
APEBED	isopentane	69.91594172	69.45137892660385
TEVZUQ	4-methyl-4-penten-2-one	58.16704335	58.19693418107415
ECODEG	propane	47.74606225	47.49804677282304
VISTUM	dimethylamine	39.06621722	38.95831536496318
FIGXAW	dimethylamine	61.93921693	61.9497997925794
CUNFOH01	1,5-heptadiene	38.22778695	38.2415497782808
REYCOP	4-hexen-2-one	18.06595436	18.033766740641802
VAGTUU	1,5-heptadiene	84.19695634	84.36221503063868
PEVQEO	4-hexen-2-one	41.98653778	42.05202838418106
MATVEJ	propene	24.86531289	24.994514891879078
GACQAE	methane	15.78199831	15.791710560609815
ZARZAV	4-methyl-1-hexene	87.91686445	87.90387197473565
LOQLEJ	isopropyl alcohol	60.00609006	59.94416079755254
FECZAQ	acetone	42.10952049	42.363217819889606
SENWOZ	methyl tert-butyl ether	57.89222318	57.87982762187426
YARYEV	ethene	16.6004392	16.686204820624933
LAWGIA	isopentane	27.22735251	27.235254819789983
WIYFAM	methane	14.95907081	14.97927737025149
HIMSAY	dimethylamine	58.39850732	58.35038385307104
NALWOO	2-pentene	43.9297535	44.066801445960344
GUFREF	4-methyl-1-hexene	68.7846318	68.78910339123323
PASTOU	neopentane	62.03570814	61.86987643926333
MADVUJ	dimethyl ether	40.8937314	40.965497499439344
GULPIN	methyl propyl ketone	88.18570287	88.49441337816798
GUFREF	methane	24.53901053	24.65526123103464
XINHOT	neopentane	58.52321208	58.60615782109889
MADVUJ	dimethylamine	46.67541544	46.70624087580939
NEHZIK	methyl tert-butyl ether	48.70743002	48.776884670855715
TOHYUL	propane	31.14263	31.135058130640015
GULPIN	acetonitrile	58.96143697	58.78934711540223
VUQKUO	2,3-dimethylbutane	56.58798910000001	56.7596297433608
PIJJOI	methyl propyl ketone	76.16409	76.05782747545925
UNIGEE	4-methyl-4-penten-2-one	34.89703677	34.81925223446635
UXUZAP	methyl propyl ketone	66.23313988	66.36684056124312
GUYLUI01	ethane	36.61240527	36.628100287411115
FAKLOU	2-pentene	39.20714804	38.98554888738879
ODIXEG	isopentane	44.82905854	44.68521217627685
EXEWAG	propyl alcohol	46.56857515	46.62124043784827
FIJCUX	ethene	22.20729927	22.444993729992195
IXODUV	3-methylpentane	53.99620503	54.12801943574675
PAKXIK	ethane	30.64120587	30.631282140468823
HIHGOW	dimethylamine	55.78786233	55.64893069059341
NUTQAV	isopropyl alcohol	36.9396107	36.85444767527863
UVARIT	propane	51.016783200000006	50.55802144653811
IXOFIL	hydrogen cyanide	22.471722	22.50986975087372
IXISOX	2-pentene	67.16442738	67.26829925786885
WENDIE	acetonitrile	45.16075793	44.985721027657604
RIFDUG01	neopentane	64.3724878	64.37271429148726
RIFDUG01	2,3-dimethylbutane	41.53675716	41.76562816268767
NEVJEF	propyl alcohol	66.63442164	66.77740588450835
MIBQAR16	2,3-dimethylbutane	30.74215276	30.693163046585262
