MOF	molecule	H	predict
PELNEA01	isopropyl alcohol	9.24331243	9.214156703247113
HAFQOW	acetaldehyde	32.7243742	32.79626021846332
HEZKIH	acetone	66.31151649	66.62372063294858
BARZAW	propane	37.85023671	37.54893954291048
XOKHAH	propane	11.77026547	11.916451858754703
HIFTOG	methyl isopropyl ether	46.75277659	46.98358288596037
WIDZOA	isopropyl alcohol	54.50147432	54.335775748155065
SUHHOT	methyl propyl ether	35.74939664	35.63128341365028
SERJUV	dimethylamine	43.39236685	43.28792733966767
ZIKJIO	3-methylpentane	49.95010039	49.957798924701954
XOVVEK	hydrogen cyanide	37.23789658	37.336155965914564
YEGYIU	ethene	14.26929619	14.242237885127675
MIHHOA	ethane	40.21730121	40.26318788256867
QOKCID	isobutane	56.59203883	56.53016253503047
YEZFIU	acetone	45.40093967	45.404476194485106
WALCET	2-pentene	57.18788209	56.67672770900626
IMACZN01	methyl tert-butyl ether	-51.88788009	-51.85585768547188
XUNGUJ	propionitrile	50.37401333	50.36113843533626
AVAQIX	4-methyl-1-hexene	89.64452038	89.57912375544682
COYTEQ	1,5-heptadiene	98.8036971	98.75644762114824
GIMVAA	acetonitrile	23.63609338	23.651954324448777
UMEXUF	acetone	69.01073786	68.77132102616882
VEJYUF01	2-pentene	46.86767419	46.869010083970615
RAZYIC	3-methylpentane	61.47570842	61.4907410206147
SUJREV	ethane	31.37475942	31.499912525640532
GIFKIP	acetone	48.08324112	48.13858677598362
YUBFOR	isobutane	38.6195474	38.417921346977494
NISCOJ	propionitrile	54.484783400000005	54.74313788900299
UVUPOR	propyl alcohol	46.98157031	47.205440031044375
NADZEZ	dimethylamine	50.63083336	50.662511088687054
GOMRAC	hydrogen cyanide	44.52030863	44.537791849873
MIMVEJ	dimethylamine	65.05342375	64.98112633034164
EKOPOK	dimethyl ether	85.80879129	85.7358241349391
RUMWUS	dimethyl ether	52.81823119	52.723478659140504
IBICED	methyl propyl ketone	50.66866676	50.4571296931651
DAGDIZ	ethene	25.10644811	24.944928361745845
QOJVAM	acetone	52.00961596	52.13299593803924
GOMRAC	propene	61.88454208	61.88392215116335
LAGCED	methyl isopropyl ether	58.51895598	57.81823351293314
DOTWAL	methyl tert-butyl ether	83.29230293	83.30867892487642
RACZIG	2,3-dimethylbutane	68.55848978	68.48660088602406
NOCKUM	propyl alcohol	78.92407028	78.81254399075945
ELAFUT	propyl alcohol	84.49070631	84.41459019383737
HUTTIA	propionitrile	55.95817608	55.96266094048546
VAZTOG	isopentane	27.20041337	27.247552737371986
TESGUU	4-methyl-1-hexene	54.29628059	54.29153352786751
CUNWEO	ethane	26.25105319	26.339623872253465
EMITUQ	dimethylamine	46.76415893	46.89224981673528
JIVFUQ	2,3-dimethylbutane	57.86471767	57.65942459305067
XOVVEK	methyl isopropyl ether	56.66894920000001	56.70752383424035
ODIXEG	hydrogen cyanide	23.861999899999997	23.7996617091353
BAEDTA01	hydrogen cyanide	38.71963801	38.69164577450022
ACOLIP	4,4-dimethyl-1-pentene	23.64081756	23.90519962500153
EXEWAG	methyl propyl ether	44.34070857	44.43688336239065
XINHOT	4-hexen-2-one	76.52414892	76.74075700647835
SAHYOQ04	4-methyl-4-penten-2-one	35.63895892	35.658057359782184
WONZOP	4-methyl-1-hexene	41.489748799999994	41.54203069278972
GIZJOP	isopentane	55.11910479	55.100601153041964
LAGCED	propane	35.13373375	35.156660685896554
XINFUW	isopentane	44.99190442	44.834858794246294
PASTOU	3-methylpentane	73.68278936	73.58457660883877
UVARIT	methane	25.06846151	25.098133191261578
IXISAJ	methane	22.8469546	22.745654165894557
XEDPIH	isobutane	53.96771952	54.39588431716791
QATHOK	3-methylpentane	47.1126669	47.03027352341446
UTEXAT	isobutane	46.684403499999995	46.91879703003716
LOQLEJ	4-hexen-2-one	93.58850662	93.48728037005525
LAWGIA	neopentane	24.84667494	24.874924329608614
HEGJUZ	propionitrile	45.00529366	45.09345260069653
IXISAJ	4-methyl-4-penten-2-one	82.61133913	82.61379503174979
IYUJAO	propene	44.87447572	45.157963589394825
RUCGOM	propionitrile	65.67839414	65.62726171498869
SENWOZ	propane	20.31307011	20.383174164334743
IBICON	propionitrile	37.34461229	37.23432512496265
UBACUX	acetaldehyde	61.7357707	61.925167203009394
IJENER	hydrogen cyanide	36.10542782	36.0826072408149
QUQPOI	1,5-heptadiene	63.63280366	63.53194747915486
DUBWON	2,3-dimethylbutane	64.80436388	64.48702028455489
ZIBGIC	methane	18.48523318	18.46841449446057
UXEQOE	3-methylpentane	74.40782664	74.33738679935021
IBUDOZ	3-methylpentane	68.61289086	68.57526908728893
MIKJAR	methane	22.18741107	22.189606563529146
JIVFUQ	methyl propyl ketone	73.17459237	73.10417751023206
WALBOC02	acetone	51.28168705	51.245476148885075
CUHPUR	2-pentene	38.74727949	38.86426631311588
BONWIL	ethylamine	53.51622215	53.67082727951236
WALCET	ethane	38.76200386	38.70270712600001
ECAHAT	methane	26.80384243	26.669520360079826
OSAXAI	methyl isopropyl ether	42.66670957	42.86078866041553
REGLOG	isopentane	42.49058211	42.665852901482005
CUNWEO	propane	34.06575302	34.34578746297697
ODIXEG	propane	32.42841758	32.57389951582387
XAWVUN	acetonitrile	31.03619497	31.089625680195493
TESGUU	methyl tert-butyl ether	35.03529578	34.973247293057746
SUHHOT	4-hexen-2-one	75.42139528	75.33199077348097
QURSEC	4,4-dimethyl-1-pentene	63.59864414	63.631363717921815
VARRIP	ethylamine	69.38567996	69.33437298547234
KINHAS	methane	22.61035615	22.57129768647528
VONBIK	3-methylpentane	73.16007482	73.13280280854275
DUXZIG01	3-methylpentane	44.48630651	44.38154354150764
MOCKEV	neopentane	39.97157634	40.254571548888826
JASNAT	ethene	31.56726479	31.688632601305358
VACFUB01	3-methylpentane	51.31535533	51.360327349917554
LASYOU	propene	29.502885600000003	29.473321981831173
TOHYUL	propyl alcohol	53.789643999999996	53.775034909611364
FIPWUY	methyl propyl ketone	88.71832822	88.92563832324834
RUMWUS	4-methyl-4-penten-2-one	99.02967297	99.16999158303207
NASCIV	1,5-heptadiene	19.58517695	19.611742841887384
SAHYOQ03	3-methylpentane	31.19836996	31.25017640810728
HIFVOI	methane	17.70127372	17.751623115172602
SAHYOQ03	methyl propyl ether	26.36529992	26.35311016110793
MIBQAR18	methane	10.05629532	10.076676796142777
WIFBAQ	methyl propyl ether	48.18317327	48.204368591004325
FIPWOS	ethene	35.21866719	35.23731448724703
RAZYOI	2-pentene	50.71413159	50.579431364898866
GAXWEJ	4-hexen-2-one	90.04006864	89.92455318038517
KINKAV	ethene	30.06828534	29.97885037028684
MIBQAR18	hydrogen cyanide	18.58629471	18.56852294078709
QOCRUW	ethane	24.40575032	24.27055953382647
SUJREV	propane	38.18666247	38.20423854812691
LAWGUM	propyl alcohol	25.93573965	25.95120702367964
UTEXAT	ethylamine	42.36104883	42.39163144092688
EDUSIF	methyl propyl ether	26.3879738	26.167409579268853
JOSNAG	propene	39.50312507	39.463140504071355
ZERNAN	methyl isopropyl ether	48.95517028	49.01021080278074
PEVQEO	4-methyl-4-penten-2-one	39.60210552	39.538378639921525
SAMLAV02	acetone	70.83290997	70.78990909309888
KEWZOD	isopentane	44.93281294	44.65575693762595
TESHAB	isopropyl alcohol	58.13471834	58.132118031233446
SENWOZ	4-methyl-1-hexene	37.18304249	37.17516194032362
FIJCUX	4,4-dimethyl-1-pentene	58.38438495	58.45027266112409
IGOCOX	neopentane	43.07077345	42.93368112632583
PELNEA01	methane	19.25737145	19.267016749296076
PEMRIK	dimethyl ether	43.61761658	43.67857792791761
XENKIM	hydrogen cyanide	44.77517613	44.895607314722945
KAYBIX	isobutane	52.85041222	52.99988632469971
IBUDOZ	isopropyl alcohol	54.2878328	54.27652539168189
KEFBEE	4-methyl-4-penten-2-one	56.46328745	56.49674289188675
ACOLIP	propionitrile	54.92376941	55.13441328874166
FUNCAT	neopentane	37.38773359	37.93806112427547
YUKBIP01	acetone	47.6994343	47.49043773162932
DOGZIJ	acetonitrile	35.73982121	36.05537954368096
KEXKEF	acetonitrile	36.84265797	36.68509719601172
CEGDUO	isopentane	49.50948754	49.25912358651312
RIPNIP	isobutane	45.40170132	45.456416570439
MIDRAT	acetone	35.17265722	35.49795116534044
VONBIK	hydrogen cyanide	38.83076954	38.68916202956148
UXEQOE	4,4-dimethyl-1-pentene	67.21392214	67.10711981752786
FIJCUX01	acetaldehyde	35.42991062	35.46432578383688
REGLOG	propyl alcohol	60.88762848	60.809389019750334
KIDDIM	isopropyl alcohol	85.16439113	85.14986912653518
GOMRAC	methyl propyl ketone	117.62760700000001	117.66332151028438
NUYWOU	acetone	75.30068753	75.30214899910544
WIYFAM	ethane	22.24688145	22.35626595837021
RUCGOM	4-methyl-1-hexene	73.22883708	73.13638358678217
MOCKEV	methyl isopropyl ether	51.22510335	51.32371508668021
TARWEO	acetonitrile	46.85446814	46.80924458035033
XIMPOA	ethane	21.99097641	22.109661154208904
ULOGIL	propane	23.48722451	23.283088147253686
PEGBUA	4-methyl-4-penten-2-one	41.15505895	41.279842638515255
DUXZIG01	propionitrile	27.43196128	27.237038696655965
ABUWOJ	4-hexen-2-one	80.60389249	80.38297939091377
KINHAS	4-methyl-1-hexene	75.97032687	75.94836509219813
HUTTIA	dimethyl ether	49.9900401	49.95554071853216
SUJQOE	4-hexen-2-one	-21.05630255	-20.855746927260352
VEJYUF02	propyl alcohol	55.43326484	55.48578727371965
BUVYEX	hydrogen cyanide	25.97079431	25.751334215563976
QUNMUI	acetone	34.69046683	34.72038537544911
DOGZIJ	methyl propyl ketone	70.21249151	70.14566409495956
CISMAT01	dimethylamine	59.52068105	59.65105834098118
GIZJOP	methane	20.94047976	20.95918601642744
RURQEB	ethylamine	62.005684499999994	61.89768268806901
FUNBEW	dimethyl ether	35.40674764	35.5427972308612
ZERNAN	acetone	48.71435154	49.147021356024304
ZEDRAD	ethane	15.85896139	15.783958054133652
VEJYUF01	acetonitrile	43.12073974	43.260134059814504
XUNGOD	methyl propyl ketone	74.79390471	74.85162077761342
FIPWOS	methyl tert-butyl ether	38.10056998	38.186772504600235
FIJCUX01	4-methyl-4-penten-2-one	58.40667905	58.38050363491473
IXOFIL	3-methylpentane	53.82833785	53.68523223278234
TEDGOA	isopropyl alcohol	29.55798807	29.568852039077797
XEQRAO	methyl propyl ether	51.8629586	51.81120794628803
ATOXEN	acetaldehyde	43.080620700000004	43.25887084884922
WENDIE	methyl tert-butyl ether	12.04101117	11.94992986350724
EZABEN	2-pentene	57.25264561	57.386168593625136
NUYWOU	4-hexen-2-one	64.17426331	64.41086714551527
MIKJAR	ethane	34.79607616	34.8300427240987
EBEMEF	dimethyl ether	25.1087875	25.149015165125636
IMACZN01	acetonitrile	53.88475448	53.79230712817831
DAJHUS	ethane	33.83882345	34.081446164550734
PORVUO	methyl propyl ketone	91.04296550000001	90.86203945019739
DEYDOA	1,5-heptadiene	72.01147175	72.11347860654234
DEGJIK	4-methyl-1-hexene	78.25513766	78.29273475207619
PIHNUQ	isobutane	25.00527332	25.272526814456885
SENWIT	methyl isopropyl ether	61.14677635	61.24547241851788
MODNIC	1,5-heptadiene	51.89250925	51.92548895560769
PORVUO	1,5-heptadiene	84.2423073	84.29563810034323
VAZTOG	neopentane	24.83176171	24.844174192378993
GEHSAN	propene	49.33413793	49.313146408408564
CISMAT01	propane	54.20408911	54.53945853493957
GULPIN	isopropyl alcohol	57.85237599	57.87270728100234
XAWVUN	methyl propyl ketone	44.01627937	44.04023353332631
UXEQOE	acetonitrile	82.53903337	82.65584168387042
KANDIO	isobutane	43.47379669	43.64119827617107
ZISYAD	methyl isopropyl ether	63.11691257	63.0738098690838
RUMWUS	ethene	29.39620381	29.43321640075745
DUXZIG01	methyl isopropyl ether	37.03451391	37.01828203892679
UTEWUM	isopropyl alcohol	44.43169722	44.51965180350483
GAYFUJ	ethene	25.69579628	25.763231616316197
TADCAE	neopentane	-8.591116512000001	-8.551729194914445
AMILUE	ethylamine	52.58568687	52.597601257934976
LASYOU	methyl propyl ether	42.94054581	42.811037961419466
NUTQAV	4,4-dimethyl-1-pentene	48.62957461	48.714876493524244
ACOLIP	methyl isopropyl ether	56.92180119	57.09316997493817
DEYVUA	4-methyl-1-hexene	72.87735122	72.78192162370681
YEZFIU	methyl propyl ketone	57.16339191	57.020804403261245
RUFMUA	methane	26.42731351	26.45010686975161
MOYYIJ	ethene	24.42197073	24.428218896789048
NARTUX	dimethylamine	62.90474982	62.98472622414506
LIFWOO	propane	46.25514846	46.29823200114412
VEJYUF02	neopentane	55.30111333	55.24259074525564
YARYOF	2,3-dimethylbutane	46.66844556	46.56715026560428
WONZUV	methane	13.25484953	13.287496335179442
YEGCUJ	neopentane	36.17192155	35.95891934790034
EMITUQ	ethylamine	49.16401386	48.97760726680528
MOYYEF	4,4-dimethyl-1-pentene	60.93278352	61.19004793122948
SAMLAV03	2-pentene	58.90372163	59.10462104829688
UTEWOG	hydrogen cyanide	25.77168059	25.745453327611834
VAGTUU	dimethyl ether	42.56740603	42.590205628187114
SEFSOM	methyl propyl ether	48.31215886	48.186450450658214
LEGGEK	methyl isopropyl ether	23.64646194	23.999721162938595
XUWVEQ	propane	59.02225264	59.15031063328629
UMEXUF	propane	40.34457976	40.39244636591429
PIFPIE	methyl tert-butyl ether	56.10610316	56.080326512485996
IBIDAA	4-methyl-4-penten-2-one	51.2374903	51.193199527504966
YEZFIU	isopropyl alcohol	48.75246485	48.9360599426755
JIVFUQ	ethane	25.47020724	25.622060318908545
ECAHAT	3-methylpentane	41.02039568	41.31352537571033
FUNCEX	acetaldehyde	39.54520886	39.57552950292763
NOCKUM	ethylamine	66.39028573	66.37960055563182
ACOLIP	methyl propyl ether	59.46537184	59.30290999205766
TETZID	2-pentene	60.75312137	60.922937342184696
JASNAT	4,4-dimethyl-1-pentene	56.92633379	57.19092135377478
IXOFEH	methyl tert-butyl ether	49.08197894	49.17773812653288
ANUGIA	acetone	33.28493534	33.37284488138216
REDROI	propyl alcohol	60.15690227	60.448188316736434
YUBFOR	acetonitrile	27.90612154	27.80120640043235
ODIXEG	4,4-dimethyl-1-pentene	50.80127645	50.787338458037006
EDADIX	1,5-heptadiene	84.85133607	84.66471741538079
WALBOC01	4-hexen-2-one	61.34647467	61.0635740121977
XUWVEQ	methane	34.19650179	34.18749287689565
XEDPIH	4,4-dimethyl-1-pentene	80.30774288	80.0747888233284
HIMSAY	3-methylpentane	75.0243304	75.06582491632156
QOJVAM	neopentane	19.12928549	19.43108180704763
GIMSIG	propionitrile	36.75732323	36.88938595500581
WALCET	propane	46.29963616	45.9946864388274
GUYMAP	4-methyl-4-penten-2-one	66.99764771	67.06608580346943
IBICON	4-methyl-4-penten-2-one	51.78762164	51.82051516119796
KAYBUJ	methyl isopropyl ether	54.57379756	54.55945597039941
WALBOC	methane	25.56509214	25.5484486976547
WALBOC01	dimethylamine	53.31721928	53.18395205963814
VISTUM	hydrogen cyanide	30.66077335	30.68489269376483
UNIGEE	isobutane	23.09855853	23.070604326924347
LAWGOG	neopentane	24.82953714	24.98555063938935
GACQAE	dimethyl ether	35.51080991	35.48282318300017
LEDCAA	acetonitrile	45.65864057	45.54192012570159
GULPIN	2,3-dimethylbutane	49.75758921	50.0759032256661
VAZTOG	4-hexen-2-one	38.28996459	38.34408619483496
WEBREC	ethene	30.52106576	30.451871217837414
YUKBIP01	4-hexen-2-one	74.41154089	74.40059027933766
GITWIQ	2-pentene	63.05241235	62.56232040662181
BICDAU	propene	23.94649349	24.092744897738967
YUJNOH	2-pentene	64.3249919	64.29564026353931
EBEMEF	acetaldehyde	23.71840523	23.735942799587175
GAXWEJ	propane	48.724189100000004	48.749559442358944
RUVMAX	propyl alcohol	72.65643076	72.79715056153923
FUNBOG	propane	38.02170507	38.049959192972636
FECZAQ	propyl alcohol	38.95950176	38.97296888871414
QARTEK	propionitrile	50.90488323	50.81344558391232
LAWGOG	methyl isopropyl ether	26.28757794	26.29748643974988
ODIXEG	isobutane	38.48480817	38.35182284174231
WECJAR	ethene	30.86328355	30.895322466742005
TESHAB	acetonitrile	41.65604849	41.5173248874726
SAHYOQ05	isopentane	27.23829398	27.112823779080355
GITWIQ	ethylamine	54.362164	54.25038424438315
DIDDOK	4-methyl-4-penten-2-one	46.25566298	46.13127319183442
ICANEH	methyl isopropyl ether	64.01565872	64.04153873472023
EMITUQ	ethane	27.16723631	27.295079001588867
BEPPAP	isopropyl alcohol	57.8191825	57.67869998624336
CEGWER	methyl isopropyl ether	94.79708285	94.71233816523639
LAGCED	ethylamine	45.16664256	45.2469266388977
AVAQIX	2-pentene	69.48402711	68.96811864379558
MEJQEZ	4,4-dimethyl-1-pentene	35.194136900000004	35.062600175889386
GUYLUI	acetaldehyde	49.4857309	49.43608521509607
NUVWIL	isobutane	29.63346709	29.75275207441463
AHOKIR01	acetone	24.01232618	24.146224408536767
SERJUV	acetonitrile	38.82446802	39.009954385531486
QOCRUW	propane	32.35585975	32.442066749769765
HICVUM	propane	42.87350041	42.96446938617059
LIHSEB	hydrogen cyanide	5.477723978999999	5.486107692784522
ICANEH	4-methyl-1-hexene	84.05341419	83.95157780176811
AMIKOX	ethene	8.388264687000001	8.354362814556376
HIFTOG	propene	34.93936003	34.81119576032988
BARZAW	2-pentene	55.21172353	55.29728306138667
ECAHAT	acetone	36.90831885	36.776754750241395
DOTWAL	hydrogen cyanide	53.02970843	53.029817662565996
LAWGOG	dimethyl ether	19.84647376	19.906805610941483
KAYBIX	2-pentene	61.49154254	61.55785753202758
YUBFOR	methyl isopropyl ether	43.28554998	43.344015610020165
QOMFAA	methyl isopropyl ether	64.7532461	64.99064541783943
FEZREJ	acetaldehyde	67.16097973	67.2770892124555
MUVGOA	methane	25.05395775	24.93183320855431
UMEXUF	isopropyl alcohol	67.82581131	68.00748907564582
ELAFUT	ethane	35.13103534	35.289034993042236
VUSKEA	isopentane	27.229213800000004	27.184091890305737
IYUJAO	propionitrile	57.47678657	57.477710493487706
XOVVEK	propane	49.62305824	48.98829982061669
PAKXIK	dimethyl ether	44.73991531	44.893024801723165
PIHNUQ	3-methylpentane	9.785009862999999	9.89905851147189
MOCKEV	3-methylpentane	47.30381183	47.17103976675127
UXEQOE	methyl isopropyl ether	77.99761366	78.0671976790502
GIMSIG	ethane	26.06585183	26.100924617313822
QESYOD	methyl isopropyl ether	45.62534445	45.63452073013883
QARTEK	methane	21.64340268	21.632528243799694
XAMDUM07	neopentane	63.22065154	63.00749006770616
NAKLIW	ethylamine	43.43121385	43.53233510914702
FECZAQ	ethene	21.135216699999997	21.200788916952185
DOTWAL	4,4-dimethyl-1-pentene	67.44640042	67.47550247865811
ZARZAV	acetone	80.13235676	80.25728219460657
MEJQEZ	isopropyl alcohol	65.93060649	65.83022916858185
IGOCOX	methyl tert-butyl ether	52.65061961	52.616486398258
UXUZAP	propyl alcohol	76.81289368	76.48288801945993
JAVNIE	1,5-heptadiene	60.68434984	60.87021357441927
QAVWAN	propane	37.83406387	37.89503882378329
CUMDIY	acetaldehyde	49.48385523	49.54257920859469
BETGAK	4,4-dimethyl-1-pentene	55.44083461	55.86060823855884
AVIMOI	4-methyl-1-hexene	83.26033635	83.50282165722103
PIJJOI	ethylamine	56.89175198	56.670316137218954
NISCOJ	dimethylamine	56.85623057	56.72288496512842
DEGJIK	ethene	30.52898485	30.779463409088994
LAWGOG	methyl tert-butyl ether	27.24169098	27.196358449521906
HEGJUZ	acetaldehyde	40.59307823	40.453879241720884
TEVZIE	isopentane	47.29801358	47.67178965847444
ILOJEZ	1,5-heptadiene	87.74590505	87.70737015685482
CESYEF	ethane	33.90224726	33.90058992549316
PEGBUA	methane	20.76087333	20.820573306767326
UTEWUM	isopentane	50.9281623	50.78811525491941
XEHFUL	acetonitrile	-5.826909271	-5.855505581984996
RAZYOI	4-methyl-4-penten-2-one	62.71079313	62.71803011427982
XINWUO	neopentane	41.52409296	41.4943729075107
ISOHEE	4-methyl-1-hexene	54.80667921	54.91529048312685
FIJCUX01	dimethylamine	33.43475691	33.37927971942666
RABHAZ	isobutane	33.23914234	33.1982653365158
VACFOV01	propyl alcohol	53.09147523	53.015059133024685
SERJUV	4-methyl-4-penten-2-one	59.47321017	59.571992155499544
ZEDRAD	methane	14.72271403	14.7093975054705
DAJHUS	methyl isopropyl ether	30.08923398	30.11516197265852
HIHGOW	isobutane	45.66590217	45.96617731501463
QOKCID	methane	23.55972952	23.519915699470836
FUNCEX	hydrogen cyanide	25.96549048	26.038674757682223
IMACZN01	propane	38.24269566	38.170132035654206
ATOXEN	1,5-heptadiene	69.76747778	69.59542953861082
COYTEQ	methyl propyl ether	72.32573509	72.3451691661281
IXUREZ	isopentane	58.247384200000006	58.325435059403176
QEFNAQ	acetone	48.23329061	48.4593036554659
SERKEG	3-methylpentane	43.45895932	43.64837732262691
GAYFUJ	propene	35.58816863	35.663145880843054
YUJNOH	methane	22.89138003	22.913712864902166
VASKOR	acetone	44.6846081	44.84063544236171
MIDRAT	acetaldehyde	46.98467053	46.90311811651372
QESYOD	4-hexen-2-one	67.52225837	67.43367222617206
IBIDAA	4-hexen-2-one	52.58811522	52.59062117866009
MADVUJ	2,3-dimethylbutane	61.82404904	61.89474759741951
RAZYIC	isopentane	52.15697642	52.15963769740865
ISEQIH	isobutane	54.82298670000001	54.766594743572995
EZABEN	neopentane	12.28206276	12.517371384457281
KAXQIL	isobutane	72.54901281	72.56561116093273
YUJNOH	isobutane	51.683604100000004	51.64763380313706
NUVWIL	ethene	16.76579962	16.672013739083408
FUNCAT	isopentane	52.36829678	51.88669135390125
UXEQOE	propyl alcohol	98.68198261	98.62267314243336
ACOLIP	1,5-heptadiene	68.93571631	69.00794819098203
MOYYEF	methyl propyl ether	49.47784515	49.285097011379584
NISCOJ	propane	47.02736847	47.45060332483101
NADZEZ	isobutane	14.853185999999999	15.003283060592866
WEBREC	dimethyl ether	47.16333573	46.9977849915079
TADCAE	acetonitrile	49.66728276	49.953144980749
EKOPOK	3-methylpentane	76.88174978	76.676370539714
HEKTUO	methane	23.38283123	23.459387862760043
LAGCED	4-hexen-2-one	68.30385851	68.25338238715979
OSAXAI	isopentane	39.54293667	39.11397104917415
DIDDOK	ethene	16.90694971	16.891836623519172
FEZREJ	methane	17.14776168	17.045995536408224
LUVTEC	methyl tert-butyl ether	48.1489605	48.27285504403401
ERUFUS	propane	45.62761515	45.61579863705078
RUFMUA01	acetaldehyde	44.53077422	44.73688654909964
XUVHEB	propene	39.65162366	39.82429935511467
YUKBIP01	neopentane	60.21677181	60.25341748701497
GALCED	methyl isopropyl ether	47.86789351	48.187363085567405
BIBBUL	propyl alcohol	47.30290433	47.322710287731425
XINHOT	2,3-dimethylbutane	70.65512144	70.62662276985665
DUXZIG01	4-methyl-1-hexene	48.72596723	48.74726323538298
FEFDAX	propene	28.46253981	28.21847158558398
FUDQIF	4-methyl-4-penten-2-one	-37.07186316	-36.98762126047439
BALMUW01	propene	25.54993788	25.538961314242155
LAVSUY	acetaldehyde	36.52793638	36.57870764918342
FEZREJ	isopropyl alcohol	81.06662158	81.08592913782604
GACQAE	propyl alcohol	44.30388794	44.256191600611885
FEWGUL	methyl propyl ketone	96.30923454	96.21672632179909
VUQKUO	propyl alcohol	60.01117036	60.0027251098975
HEXNII	isobutane	32.76551915	32.807255112395026
WALBOC01	acetaldehyde	47.15481644	47.18514726208851
LABJUV	methyl propyl ketone	73.24875939	73.28839525005603
ODIXEG	4-hexen-2-one	53.95978303	53.93868416100397
NUTQEZ	2-pentene	41.56114945	41.653950033984415
GOMRAC	methyl tert-butyl ether	103.1693958	103.16200224975498
MEJQEZ	acetonitrile	46.41554597	46.607330241793136
BICDAU	ethylamine	30.23886278	30.33730032298158
YEGKOM	isopropyl alcohol	44.28830293	44.30885925821735
ZARZAV	ethane	36.25940287	36.528243036821365
FIJCUX01	ethene	22.36185091	22.44265796798945
TEVZUQ	isopentane	48.18997209	48.11394472065929
QAVWAN	hydrogen cyanide	30.27550836	30.170790568646243
UXUZAP	ethene	33.31738256	33.17073529810505
MIMVEJ	acetone	61.67334157	61.85910559805647
IBICON	dimethylamine	32.19352579	32.19706725799191
FEZREJ	methyl isopropyl ether	86.25302095	85.90076811751618
NALWOO	ethene	23.34145301	23.381014548113512
FERHAN	2,3-dimethylbutane	82.67819261	82.13423151927054
SUJREV	isopropyl alcohol	55.06461685	55.152353236275516
UWELIS	propyl alcohol	56.14083989	56.075698300328966
WIDZOA	methyl isopropyl ether	47.60578055	47.59761825359206
SENWAL	4,4-dimethyl-1-pentene	34.18312814	34.33585784165936
LAGCED	propionitrile	52.98660847	53.23966483471414
JAVNIE	methane	16.03962552	16.13849060514468
YARYEV	4-methyl-4-penten-2-one	53.70244798	53.71441348351057
GINLIA	methyl propyl ether	50.44200786	50.78995551793506
XOKHAH	propyl alcohol	25.2552587	25.12792229561876
UVEXAV	4-hexen-2-one	121.08166709999999	121.08800196373393
GEHSAN	dimethyl ether	55.25252152	55.17268999460961
LABJUV	propionitrile	49.87853708	49.945766020772005
APEBED	isopentane	69.91594172	69.45965440447455
FIJCUX	propane	31.46584256	31.35127686872267
UVUPOR	propene	33.79402043	33.99355103003417
GALCED	methyl propyl ketone	62.64437055	62.50607842635245
SAHYOQ05	acetone	32.86721705	33.015487092003866
GUWDUY	propionitrile	42.65671895	42.78439400708962
BIBBUL	acetone	24.78824037	24.84120812111556
QIFLUO	propyl alcohol	53.67122755	53.81216939462925
TOHYUL	4-methyl-1-hexene	57.20851669	57.259166742573946
YARYOF	isobutane	34.86530546	35.06841835329589
