MOF	molecule	H	predict
PAKXIK	4-methyl-1-hexene	66.66611955	66.88972495921271
XEXLOD	dimethyl ether	40.56271967	40.43510186175061
GIMSIG	dimethylamine	36.9802996	36.960067351556916
PASTOU	methyl tert-butyl ether	66.54420503	66.4846779719897
XEDPIH	1,5-heptadiene	90.43064437	90.35514845739151
IXOFIL	isopropyl alcohol	45.57798781	45.39978620669494
NEVJEF	methyl propyl ketone	70.3963959	70.1257669262686
GAYFOD	acetonitrile	33.63517626	33.53670506719771
KEWZOD	2,3-dimethylbutane	51.5209073	51.863454868165434
CISMAT01	4,4-dimethyl-1-pentene	4.38477308	4.673355636089274
AHOKIR01	2-pentene	31.21434937	30.985248336316165
UVASAM	acetonitrile	49.78674715	49.96855354498385
XUWVEQ	methyl isopropyl ether	52.242825700000004	52.493281439827406
SENWIT	3-methylpentane	35.76455129	35.9416428685775
YEGCUJ	neopentane	36.17192155	36.07771143740642
QOKCID	isopropyl alcohol	66.57694255	66.4691751457029
AHOKIR01	4-methyl-4-penten-2-one	33.17167858	33.14456071883082
TEVZEA	dimethylamine	48.39417112	48.539696470100765
RUFMUA	isopropyl alcohol	55.13079457	55.23812393033143
WALBOC02	hydrogen cyanide	35.59155296	35.478475309200434
WIYFAM	1,5-heptadiene	48.49085186	48.47427795116255
XEDPIH	4-methyl-1-hexene	89.20691723	89.39709236782662
LACJAC	dimethyl ether	49.84547406	50.014600074613966
RACZIG	methyl tert-butyl ether	63.19560284	63.197622800143456
ERUFUS	ethene	32.75048303	32.82400791191729
CUNFOH01	neopentane	29.08490448	29.088082114675494
TEVZOK	acetonitrile	40.93267692	40.908347679752815
IXUREZ	isopentane	58.247384200000006	58.37563918572876
LAWGOG	isopropyl alcohol	26.69422572	26.68472123878915
TADCAE	acetaldehyde	55.68823522	55.74945650793254
ILOJEZ	acetone	64.75921208	64.87775978927527
YUJNOH	methyl propyl ether	67.36176258	67.44439010118032
QUPHUF	2-pentene	69.53541339	69.8692661898653
DIDDOK	isobutane	28.52201094	28.537965087606715
SUJREV	methyl propyl ether	37.21487821	37.48914633851104
HEZKIH	4-hexen-2-one	94.73584819	94.39086389675101
GOMREG	dimethylamine	71.2424346	71.24607646103111
KAYBUJ	4-hexen-2-one	71.63721261	71.6028411595354
QARTEK	methyl propyl ketone	54.61906928	54.804732656652234
MATVAF	4-hexen-2-one	67.15929017	66.99342063295991
HIHGOW	2-pentene	55.8283911	55.59804092208061
WONZUV	hydrogen cyanide	20.27855995	20.326346526091715
ZESFUY	ethane	21.63452208	21.546409758614004
NALWOO	hydrogen cyanide	37.07462468	37.13414052792343
KANDIO	propyl alcohol	47.76567387	48.070563864709705
RIPNIP	ethane	27.6956647	27.438314389210678
RURQEB	4-methyl-1-hexene	45.74871088	45.775225890637536
CUNFOH01	dimethyl ether	21.52345416	21.530265012516736
NUYWOU	isobutane	69.01624638	68.86112729070078
FAPTIB	propionitrile	44.92426443	44.86125740036838
ZIKJIO	2-pentene	43.27479109	43.434031556489586
ULOGIL	ethene	20.14120601	20.2470769223016
WENDIE	propane	50.47223487	50.624301787359244
XIBZUF	dimethyl ether	68.66396694	68.44757084590124
IXODUV	methyl propyl ketone	52.56679227	52.52740556745129
MIDRAT	dimethyl ether	41.80199444	41.87336135991416
XINHOT	4-methyl-1-hexene	79.07096091	79.0762338104625
GALCED	4-methyl-4-penten-2-one	63.70758246	63.847896066555435
COGWEB	dimethyl ether	37.26699727	37.411392310646505
DAGDIZ	methyl isopropyl ether	58.69800535	58.59801819186727
REDROI	acetone	65.32686579	65.08978112163261
FIRVEH	propene	44.65471127	44.57598394863522
VISTUM	methyl propyl ether	47.17948657	47.020583535517375
SERJUV	ethane	27.92535276	27.94511296971044
HIMSAY	4-hexen-2-one	87.11549645	87.11867638664724
XUVHEB	acetaldehyde	39.06564567	39.130904080323695
CIGYAU	dimethylamine	23.77525535	23.881894152914754
UKUBIM	acetonitrile	38.62914154	38.8348180201887
EZUCIM	dimethylamine	47.67881055	47.79617920299754
GITWIQ	2-pentene	63.05241235	63.05955129801885
OSAXAI	isopropyl alcohol	52.60170495	52.30116936255587
AMIMEP	propene	47.12852702	47.325067477282225
IXODUV	4,4-dimethyl-1-pentene	58.41813863	58.42824580078599
IXODUV	4-methyl-1-hexene	59.89834229	60.055065572730236
MODNIC	propene	26.0552579	26.14060933028189
YEKXET	methane	15.93533822	15.784764074804018
KAVROQ	methyl propyl ether	57.07831288	57.1359018691398
MADWAQ	propane	46.50270723	46.53594454301105
OTAVOV	propane	30.99768705	31.07011228645547
ICANAD	acetonitrile	43.30013168	43.152233919206886
EZABEN	propene	38.01262637	38.07433045928768
NUTQAV	neopentane	38.68178854	38.55849015277277
PORVUO	4-hexen-2-one	97.4817673	97.21016463510759
TENLIJ	propene	41.79620793	41.65621754965193
PIFPIE	dimethylamine	41.14536892	41.32547112382397
MATVAF	acetone	46.68069374	47.02141184339912
ZIDDIB	propionitrile	77.94713289	78.1511487720923
OFUYUL	isopropyl alcohol	47.81215582	47.90231502946967
JAVNIE	neopentane	47.79966539	47.72187725977957
MIDRAT	propionitrile	46.40771601	46.18185495730618
SAMLAV03	acetaldehyde	57.83801063	57.86789455512137
RIVDEF	propionitrile	35.90908438	36.127873430686925
LASYOU	acetaldehyde	28.94268007	28.89048015872992
SAHYOQ05	neopentane	24.83838381	24.98578139513828
NADZEZ	methyl propyl ketone	76.74205107	76.96590848336912
RURQEB	3-methylpentane	40.63435463	40.5144382191748
REDROI	ethane	39.00510063	38.96887818304054
TEDGOA	ethene	16.16362204	16.17493059530814
COYTEQ	neopentane	60.77158424	60.572870737393096
DUXZIG01	ethane	20.54219083	20.477104642693114
CUNFOH01	acetaldehyde	24.40676497	24.416115812937498
BUVYEX	acetaldehyde	34.68922083	34.64284557051556
FUNBAS	propionitrile	44.95166431	45.282501593127975
GALCED	2-pentene	48.68796124	48.5222077855674
AROFET	propionitrile	66.48429278	66.02616345431325
UNIGEE	3-methylpentane	31.2094227	31.234114437899194
QOMDUS	acetone	46.77355851	46.65994432347858
SUHHOT	methane	18.43910221	18.525368206342435
ELAFUT	methane	22.97932976	22.976569345443966
HIFTOG02	isopentane	46.46635865	46.37196513806683
IYUJAO	hydrogen cyanide	39.59130663	39.35881561576312
MIBQAR18	isobutane	23.08390781	23.01853067459762
YAZFOW	methyl propyl ether	52.03522591	51.96990526392437
IBICAZ	methyl propyl ketone	50.96660463	51.009499604637654
GAYFOD	acetone	45.87308881	45.92589327621259
CEGWER	propane	50.40300464	50.340489525517754
VONBIK	methyl propyl ether	56.86781989	57.16498124482468
KUNWEW	2-pentene	60.82618696	61.11167875713657
VUSKAW	2,3-dimethylbutane	30.71100538	30.772722527894974
VAGTUU	2,3-dimethylbutane	79.18077036	79.34833689440175
KAXQOR	acetonitrile	46.69350122	46.6075447588066
CUHPUR	4,4-dimethyl-1-pentene	50.12076955	50.01717166345177
IXOFEH	propene	29.02102422	28.961124022471164
GAYFUJ	methyl propyl ether	53.57089588	53.383130995505425
MEJQEZ	methane	24.18093619	24.266979943902335
MIHHOA	ethylamine	61.72978762	61.792012294102335
WALBOC01	methane	25.74338659	25.778327767815323
HAFQUC	methane	17.73396231	17.701975993854642
VUQKUO	isobutane	48.21944697	48.161167366770385
HIFTOG01	dimethylamine	21.115802399999996	21.063029123975106
OFORUX	methane	21.34013586	21.318039780362554
QUQFIS	acetonitrile	30.01425125	30.050576189012983
IGOCOX	propane	31.93634679	31.993024076528876
SUJREV	1,5-heptadiene	21.00986369	21.00906213260663
LEGGEK	dimethylamine	90.80525256	90.76443029994242
KEFBEE	methane	13.63545656	13.728227621088696
RABHAZ	methane	14.49099304	14.506401336140582
EDADIX	propyl alcohol	55.52326279	55.495849102222174
KIDDIM	methyl tert-butyl ether	83.9267768	83.87470788392442
YUGLES	hydrogen cyanide	23.44240113	23.50953385161502
ZARZAV	4-methyl-1-hexene	87.91686445	87.81560785408371
MATVAF	methyl propyl ether	43.39081048	43.568434917511205
XUYXAR	acetone	58.02866966	57.44765331691339
FUDQIF	hydrogen cyanide	51.48756586	51.48447678594654
CUNFOH01	3-methylpentane	35.83476673	35.846059673977685
KEWZOD	ethene	21.65016095	21.47217063754698
BONWIL	dimethylamine	54.80086057	54.71832295281577
DIDDOK	dimethylamine	28.43055249	28.558040609552076
RUFMUA01	ethylamine	55.29042099	55.27848685724806
MOCKEV	4-hexen-2-one	64.45647903	64.29794681700139
VAPFUP	methyl propyl ketone	88.09345692	88.29359483726596
HEXNII	propane	46.94225555	46.74167188418091
FIJCUX	4-methyl-1-hexene	60.15023655	60.337818309340705
RAXDAX	dimethylamine	39.18865619	39.23145537709215
ECAHAT	propene	27.91189108	27.70610644311067
EZABEN	methyl propyl ketone	81.47289439	81.69624456407318
ZESFUY	methyl isopropyl ether	39.74833659	39.91299794619994
AVIMOI	4-methyl-1-hexene	83.26033635	83.47929244401502
PAKXIK	hydrogen cyanide	42.6524929	42.57108337567134
BALMUW01	propionitrile	45.45839134	45.4318612260657
FEZREJ	propionitrile	78.68458675	78.55223009761647
KAVROQ	4-hexen-2-one	79.13471209	78.95108547958489
ABUWOJ	acetone	52.54882685	52.476648638691586
ACOLIP	dimethyl ether	43.88930875	43.9544555440907
KAXQOR	4-hexen-2-one	101.1105271	101.1715752490357
WALBOC01	ethane	38.69319821	38.49320092980122
CEGWER	acetonitrile	68.21276479	68.2247876128058
ICANAD	propyl alcohol	53.61934678	53.48869917316761
GUYLOC	isopentane	45.28177587	45.507323014270675
KAXQOR01	2,3-dimethylbutane	95.26267624	95.20333929977642
QEFNAQ	dimethyl ether	40.64949043	40.55986448300659
YEGCUJ	methyl propyl ketone	61.28440332	61.177553720852316
IJENER	acetonitrile	54.36057852	54.39420147663341
KAXQIL	propane	58.94743765	59.00734611900479
OHAKIS	isopropyl alcohol	64.81605037	64.90325594987186
CUNFOH01	acetone	27.29791019	27.342067671243516
ZIDDIB	propane	65.05673419	64.84370109220384
DIDDOK	neopentane	29.99395263	30.079940562462376
NIRDOI	isopropyl alcohol	12.50419498	12.517722337785765
ZEDRAD	propionitrile	36.33439818	36.30289423989755
HUHJAW	acetone	-0.36989126	-0.3806026003084095
YUBFOR	ethene	22.49798846	22.45140176594179
EZABEN	propionitrile	68.75571446	68.57790254737134
QUQPIC	methyl propyl ketone	48.61341499	48.6333713984051
FEFCUQ	methyl propyl ether	45.05475863	44.67941521692229
AVIMOI	hydrogen cyanide	45.21798322	45.357785470068464
LAWGEW	methyl propyl ketone	37.99917942	37.83848309702606
ZISYAD	hydrogen cyanide	27.52831355	27.596618085234745
XUNGUJ	3-methylpentane	71.56346431	71.54177814282197
YARYOF	4-methyl-1-hexene	51.53447091	51.4940284895077
VARRIP	4-methyl-1-hexene	62.9114928	62.92018830288099
XENKIM	propane	32.25136282	32.55073493678813
FIPWOS	4,4-dimethyl-1-pentene	27.918665700000002	28.022202900688075
ICANEH	methyl isopropyl ether	64.01565872	63.95135852877903
IMACZN01	dimethyl ether	39.24029998	39.362772438594135
GAYFOD	methane	17.960635600000003	18.011649107521716
PUWCUF	isopropyl alcohol	65.34304569	65.42792174411622
XEJTIR	1,5-heptadiene	5.192027334	5.221209411703268
ZIBGIC	ethylamine	2.2556957069999997	2.263608640401814
BETGAK	ethylamine	52.80750375	52.73062110931669
YEZFIU	4-methyl-4-penten-2-one	60.37500509	60.47304428059731
XEXLOD	acetaldehyde	37.58522357	37.89172426606857
HAZNON	ethane	39.69877879	39.52187369182308
HIFTOG01	propionitrile	23.30534796	23.504414502910464
XUNGUJ	4,4-dimethyl-1-pentene	12.92990327	13.212119884386762
AZIXUD	ethylamine	48.08381476	48.118394329736695
IBICAZ	methane	13.4733856	13.536776999690012
ECAHAT	acetaldehyde	31.01941208	31.058116442723886
YEGKOM	acetone	43.08988421	43.03047464671605
QOMDUS	propionitrile	40.7591313	40.762751007248184
LAVSUY	isobutane	47.04251271	47.18721131427265
GEDLIM	4,4-dimethyl-1-pentene	78.03756042	77.9482226611773
MOYYEF	4-methyl-4-penten-2-one	66.29305949	66.28531922873997
TADCAE	methyl propyl ether	65.45939606	65.33281786720146
FUNBOG	dimethylamine	42.10675874	42.36186204234255
UWELIS	methyl propyl ketone	70.27950313	70.60688940847578
TESGOO	dimethylamine	48.10058724	48.10768946357954
UNIGEE	4-methyl-4-penten-2-one	34.89703677	34.9550118733344
RATDAS02	propene	40.65938047	40.59828256979409
MOYYIJ	ethane	26.73991473	26.37128255426121
LAGWEX	methane	16.3693408	16.371344319000322
YAZYEF	methane	23.55254848	23.490299105067482
XINHOT	dimethyl ether	37.31287003	37.40677847782292
BEPMIU	propane	23.67653586	23.581033372167795
MIBQAR16	1,5-heptadiene	34.62387158	34.738744241201864
KEXKAB	hydrogen cyanide	41.08754537	40.93995869333988
KIXXOG	methane	7.28697816	7.213761306545752
UWELIS	4,4-dimethyl-1-pentene	68.77485733	68.65647094145977
BUVXOG	4-methyl-1-hexene	66.72329102	66.66175409294091
VAGTUU	propane	45.16083822	45.04471351701406
WENDIE	methyl propyl ketone	89.79221565	89.47387635682315
MADWAQ	acetonitrile	41.91749535	41.82967736565752
XEXLOD	methyl tert-butyl ether	46.64481292	46.817272764145585
HIMSAY	methane	25.24021227	25.14354759110059
ELAFUT	propyl alcohol	84.49070631	84.28135437716557
FEFDAX	4-methyl-1-hexene	54.19863043	54.3495027567039
HEKTUO	4-hexen-2-one	116.7958288	116.48353821505498
FEZREJ	2-pentene	49.76716204	49.76986433978636
YUGLES	3-methylpentane	45.6434279	45.59400545007703
KEXKEF	acetaldehyde	28.97449512	28.838289857394717
GUYLUI	methyl propyl ketone	88.67600554	88.44174960263838
IYUJAO	ethane	36.10379457	35.78408311720323
MUVGOA	4,4-dimethyl-1-pentene	65.58012374	65.13267919739847
IXOFAD	methyl propyl ketone	52.12964587	52.25858099127874
FUNBEW	neopentane	27.15876213	27.432389994237848
QOKCID	ethane	36.75301915	36.70396372398126
LAWGEW	methyl tert-butyl ether	27.25129507	27.394536702688985
DEGJIK	propane	45.36097421	45.38916390780904
SAHYOQ04	propyl alcohol	25.65808676	25.64996984552053
QOKCID	4-hexen-2-one	96.6891691	96.724476496545
HAZNON	ethene	35.85514852	35.84082297559297
FIPXEJ	dimethylamine	63.21267899	63.28125631309889
MADVUJ	methyl propyl ether	62.62481069	62.416683797151364
CISMAT01	ethane	41.12644957	41.22994082416344
KAXQIL	propyl alcohol	68.83091888	68.69001043013391
JIVFUQ	2,3-dimethylbutane	57.86471767	57.953589331889056
FIJCUX	propyl alcohol	46.37443404	46.23600065611254
BENXUP	propionitrile	56.927369999999996	56.76322943652157
OTAVOV	1,5-heptadiene	57.502174600000004	57.53580158202347
RATDAS02	propyl alcohol	59.61356068	59.64042365380595
EZUCIM	neopentane	50.50377062	50.61520738669954
UVASAM	isopropyl alcohol	63.402033200000005	63.46667174018793
VEJYUF01	2,3-dimethylbutane	49.94040605	49.82210199934549
AMIMEP	3-methylpentane	72.16466539	71.82740237936372
QOKCID	acetaldehyde	46.71888519	46.6459635150129
WALBOC01	methyl propyl ether	59.54432355	59.122289196522786
FAGREM	propene	30.48065966	30.48441028964017
WABTOK	ethane	27.04251079	27.03571835085048
SEFBOV	isopropyl alcohol	36.47643172	36.614411882873505
TEVZUQ	2-pentene	51.68827083	51.86550963600801
SAHYOQ03	4,4-dimethyl-1-pentene	31.70777054	31.78670091449284
VACFOV01	methyl tert-butyl ether	62.93795815	62.854915782719544
RIFDUG01	dimethyl ether	48.88043901	48.84785535869538
KINKAV	ethene	30.06828534	30.034326465276084
KEFBEE	isobutane	35.36244862	35.37433652308046
XAMDUM07	isopropyl alcohol	50.9193673	50.83996005627702
TERFUT	isopentane	43.71353077	43.60356101237659
IGOCOX	4,4-dimethyl-1-pentene	56.95861278	57.017741250209944
ATOXEN	1,5-heptadiene	69.76747778	69.95707203160777
WEMNAF	isobutane	57.75105222	57.59044686846584
CESYEF01	methane	22.09719118	22.067408213483063
PEVPUD	ethene	12.87587106	12.848864893879252
CISMAT01	isopentane	65.25240359	65.07390452674107
WENDIE	dimethyl ether	47.88128691	48.004219107167145
ZISYAD	2-pentene	63.79605614	63.94345374981547
MIHHOA	methane	25.85279727	25.898176814964962
TEVZIE	dimethyl ether	41.86345524	41.914397537659
EBEMII	acetone	54.12342662	54.560278841447534
QOKCID	ethylamine	54.24537918	54.29307104478409
SAHYOQ03	acetonitrile	24.67148359	24.93115629559609
IBICAZ	methyl tert-butyl ether	42.49343508	42.53526276733054
FUSWIA	hydrogen cyanide	33.18451491	33.28058953887102
YEGCUJ	propyl alcohol	63.83400325	63.81067646931746
GUYLOC	propene	32.32198108	32.32184727431291
BARZAW	methyl isopropyl ether	54.39198474	54.491565242028315
ZERNAN	methyl propyl ether	54.89586329	54.9777984509043
EZABEN	ethane	30.43357528	30.42256267905531
XINWUO	1,5-heptadiene	54.21803258	54.38323300045957
EMITUQ	methyl propyl ether	50.76097678	50.54826170147981
PEMRIK	isopentane	62.514175	62.0052606716948
GALCED	2,3-dimethylbutane	55.70941343	55.77901847257584
PEMRIK	methyl propyl ketone	78.58314399999999	78.64001668137024
LAGWEX	acetone	40.68038339	40.81390597027179
HAZNON	methyl tert-butyl ether	48.00133646	48.10332163815409
WABTOK	isopropyl alcohol	47.81245052	47.822636753375804
RIVDEF	ethane	27.25131623	27.15600624264139
JIVFUQ	neopentane	47.54752526	47.440064523224656
TEVZEA	methyl isopropyl ether	49.260649799999996	49.654641280658886
BALMUW	acetaldehyde	52.13673818	52.09405431530396
HEZKIH	4,4-dimethyl-1-pentene	51.97577733	52.4270797822179
NEVJEF	propionitrile	57.86848738	57.98662244692275
TENLIJ	dimethyl ether	62.88514583	62.72598266095767
HICVUM	methane	20.43297977	20.460751631095864
LEMNOH	acetone	5.257942513	5.180860611518006
RURQEB	4-methyl-4-penten-2-one	75.91361571	75.8638031368609
ISEQIH	acetonitrile	108.32163229999999	108.29131085953237
MIKJAR	acetonitrile	66.34012131	66.42461291162002
VISTUM	isobutane	11.14544398	11.140442872227688
NALWOO	isobutane	38.86569878	38.73118066690885
BETGAK	ethane	27.71273549	27.695080766328545
BENXUP	propane	31.27828447	31.40962417431824
UMEXUF	methyl propyl ether	55.46568429	55.82017554639033
HEXNII	propene	45.49578285	45.50052712222174
NUTQEZ	acetaldehyde	28.93000684	28.96643550529805
PORVUO	ethane	35.51302704	35.61839005533961
FIJCUX	methyl isopropyl ether	44.46449601	44.71016752334489
XENKIM	acetonitrile	60.83697181	60.74496988270079
RELLAW	propyl alcohol	46.30936967	46.4394612763959
HAZNON	4,4-dimethyl-1-pentene	53.82588993	53.711686759466545
IBIDAA	ethene	17.88853589	17.937832459447357
LAWGOG	hydrogen cyanide	17.23411644	17.180558839827917
FEFDAX	ethane	22.91115853	22.875493962728793
PASKAX	4-methyl-4-penten-2-one	88.7632288	88.70557962399465
NASCIV	1,5-heptadiene	19.58517695	19.5988468701201
FECZAQ	4-methyl-1-hexene	55.68545951	55.73017672305382
HIFTOG	isopentane	46.48859604	46.587303705126786
QOMDUS	4-methyl-1-hexene	73.84924534	73.85834172655397
IBUDOZ	methyl isopropyl ether	60.8413446	60.83785256057763
HEZKIH	acetaldehyde	58.1855051	58.10371683687588
VAPFOJ	ethene	-6.814756787	-6.809684076940642
NARTUX	4-methyl-1-hexene	81.63407911	81.46053455623246
UXUZAP	3-methylpentane	62.90023717	62.964609016824255
OHAKIS	acetone	62.11990493	62.10816115336862
ZIBGIC	acetaldehyde	19.91863079	19.973780096971
YEGKOM	dimethyl ether	36.3934943	36.38586148693058
WIYFAM	propyl alcohol	41.86146397	41.846942777653716
AMIMEP	4,4-dimethyl-1-pentene	59.68947723	59.59124359047048
MIBQAR18	4,4-dimethyl-1-pentene	31.7825152	31.73328121045982
XEQRAO	neopentane	50.84239076	50.63629403459103
XUVHEB	propene	39.65162366	39.798134687440246
EBEMII	acetonitrile	47.05003547	47.02580728912827
GUYLUI	methyl propyl ether	68.11075705	68.20886192671772
IXISOX	hydrogen cyanide	37.59215077	37.56888641956607
BALMUW01	ethane	28.21132012	28.19930268686295
ATOXEN	ethane	36.69674277	36.46846539354466
DUXZIG01	ethene	18.63752078	18.7037563768707
KAYBIX	methyl isopropyl ether	59.11215767	59.1110312858084
FEFCUQ	4-methyl-1-hexene	56.61321615	56.444795258544936
MOCKEV	acetone	48.53899187	48.70626032258761
SEHTEF	2,3-dimethylbutane	54.25188319	54.27837144281893
AVIMOI	4-hexen-2-one	97.2039699	97.00196151071634
WENDIE	4-hexen-2-one	96.0191389	96.23364875740086
MATVEJ	2-pentene	37.4427662	37.735121222215305
NASCIV	ethylamine	26.46602806	26.523308618623094
ACOLIP	2,3-dimethylbutane	52.49142833	52.02218955608085
YEGYIU	methyl propyl ether	-84.91415882	-84.90073380232907
FAKLOU	methyl isopropyl ether	39.79308838	39.905960453783514
ZERQOE	2-pentene	83.58620947	83.45823628359183
MADVUJ	4-hexen-2-one	79.60641268	79.65382011849941
GAYFUJ	acetonitrile	41.95643733	41.90839069130102
SAHYOQ04	acetonitrile	23.83155979	23.800648096926317
QUGNOV	ethene	21.33782388	21.369193928025364
GIZJOP	3-methylpentane	54.93217865	55.160052981831015
FIGXAW	1,5-heptadiene	77.59411771	77.57133468216152
HEXNII	4-hexen-2-one	76.048812	75.86483151092746
QAVWAN	ethene	26.06240126	26.203960582312945
RAXDAX	ethene	30.35433199	30.472134962577943
HIHGOW	isopentane	53.56517034	53.347763341660425
OFERUN02	methyl propyl ketone	44.26633815	44.264287289552996
EZABEN	methyl propyl ether	54.316870200000004	54.36682026230222
MOCKEV	isobutane	36.21368015	36.37203090199976
FIPXEJ	neopentane	-1.155179456	-1.0698455465615084
XEQRAO	acetaldehyde	45.40285248	45.37444058817479
BALMUW	acetonitrile	43.4268576	43.4072388979506
ODIXEG	acetaldehyde	30.68547681	30.74455788816291
FEWGUL	isobutane	54.27827578	53.799788856738026
RUFMUA	4-hexen-2-one	63.89721573	64.20636626074915
YEZFIU	4-methyl-1-hexene	49.82517199	50.11185830088671
TADCAE	methyl tert-butyl ether	10.30248373	10.36548562524006
LAGCED	acetaldehyde	44.16817548	44.07205526663962
GINLIA	methyl propyl ether	50.44200786	50.743426215585195
FEWGUL	4-methyl-1-hexene	86.94548156	86.7276017464587
QAVWAN	isopentane	56.66669909	56.835475841485206
ERUFUS	methyl isopropyl ether	49.50750684	49.252609208642106
KEXKAB	propene	29.36772208	29.24545391746588
RUMWUS	propene	40.73793335	40.745524800628246
RABHAZ	2,3-dimethylbutane	46.98033953	46.97995471670714
ZERQOE	propionitrile	57.42560954	57.219697398794686
TASXIW	hydrogen cyanide	31.00151354	31.254541838926393
FUNBAS	ethene	30.56708761	30.458269420302646
MOGVAG	dimethylamine	68.68644468	68.68131533665048
TESGOO	methyl propyl ether	52.68803098	52.83758601765108
NISCOJ	propane	47.02736847	47.44324808735307
TARWEO	4,4-dimethyl-1-pentene	64.93008364	64.90467987600734
ZARZAV	hydrogen cyanide	52.31179571	52.187672542324506
SAHYOQ05	methyl propyl ketone	39.31602398	39.08281941543778
KAVROQ	hydrogen cyanide	28.23218834	28.227808060374585
OHOLIH	isobutane	53.36104318	53.48769191297587
LEGGEK	propene	48.95590165	48.969684569415364
XEDPIH	ethane	34.82396316	34.72643891673694
WALCET	ethene	35.54664845	35.59702367656509
NUYWOU	isopropyl alcohol	77.12759916	77.04025683080746
PIJJOI	propene	40.30090356	40.28007525610863
QUPHUF	propene	44.83031692	44.77309608715379
TESGOO	acetaldehyde	41.79385677	41.76657409424795
EZUCIM	dimethyl ether	44.03964357	44.052533088629914
XADGAM	3-methylpentane	85.92817327	86.1572481876728
BUVXOG	methyl isopropyl ether	47.35360369	47.32237845978609
HIFVOI	methyl propyl ketone	73.65375692	73.48001688900779
FIPWOS	methyl tert-butyl ether	38.10056998	38.12898382359166
IBICED	methane	13.38697929	13.230926496427848
JAVNIE	methyl tert-butyl ether	58.48532004	58.46919760384584
HIFTOG02	propionitrile	49.29864172	49.01600045724654
FUTKEL	methyl propyl ether	48.30046939	48.583746838665775
VEJYUF01	hydrogen cyanide	30.04752249	30.035124353663893
NEVJEF	4-hexen-2-one	75.37252188	75.36128387376809
XEJTIR	4-hexen-2-one	8.768715725	8.660309791415793
FAPTOH	methane	17.22851497	17.0422555205145
IXOFIL	ethylamine	35.01299882	35.01036566614195
WEBREC	dimethyl ether	47.16333573	46.962210219659035
LIFWEE	dimethyl ether	49.92727733	49.71306653635886
JOSNAG	propane	40.45528854	40.300080268054245
IYUJAO	acetaldehyde	53.24335401	53.04709219030651
FUNBIA	acetaldehyde	48.29469577	48.08302059793385
WIDZOA	propane	36.10324925	36.2489182400189
XEHFUL01	ethene	-9.929945127	-9.870203288587307
PASKAX	2-pentene	67.30191624	67.19892150050121
RAZYOI	ethane	26.52685992	26.325163866619917
DAGDIZ	ethylamine	50.13374149	50.20008815826627
LACJAC	acetonitrile	54.51665041	54.53040528405036
HAFQOW	methyl isopropyl ether	51.31738098	51.41439623486027
XUNGUJ	4-methyl-1-hexene	81.47042499	81.34180099760191
XAWZOM	1,5-heptadiene	29.90996365	29.916650132700624
VAPFUP	acetonitrile	62.56734643	62.83409326440676
WENDIE	isobutane	53.58421202	53.17277171717806
EDUSIF	1,5-heptadiene	34.66826423	34.52795149485638
REYCOP	1,5-heptadiene	10.12184411	10.10381956843093
COYTEQ	4,4-dimethyl-1-pentene	83.64400361	83.53105502606772
VEJYUF01	acetaldehyde	43.37834115	43.34496576929863
RUCGOM	1,5-heptadiene	75.73246701	75.7474607306525
AFITIT	isopentane	58.18558118	57.70052785775431
